brand_name,generic_name,key
hydroxyurea,hydroxyurea,hydroxyurea
hydroxyzine pamoate,hydroxyzine pamoate,hydroxyzine pamoate
hyoscyamine sulfate,hyoscyamine sulfate,hyoscyamine sulfate
aminocaproic acid,aminocaproic acid,aminocaproic acid
ibandronate sodium,ibandronate sodium,ibandronate sodium
ibuprofen,ibuprofen,ibuprofen
ifosfamide,ifosfamide,ifosfamide
aminophylline,aminophylline,aminophylline
imipramine pamoate,imipramine pamoate,imipramine pamoate
imiquimod,imiquimod,imiquimod
indapamide,indapamide,indapamide
indomethacin,indomethacin,indomethacin
ipratropium bromide,ipratropium bromide,ipratropium bromide
zytiga,abiraterone acetate,abiraterone acetate
avapro,irbesartan,irbesartan
norvasc,amlodipine besylate,amlodipine besylate
marplan,isocarboxazid,isocarboxazid
dilatrate-sr,isosorbide dinitrate,isosorbide dinitrate
isordil,isosorbide dinitrate,isosorbide dinitrate
isordil titradose,isosorbide dinitrate,isosorbide dinitrate
imdur,isosorbide mononitrate,isosorbide mononitrate
isosorbide mononitrate er,isosorbide mononitrate,isosorbide mononitrate
monoket,isosorbide mononitrate,isosorbide mononitrate
absorica,isotretinoin,isotretinoin
amnesteem,isotretinoin,isotretinoin
claravis,isotretinoin,isotretinoin
myorisan,isotretinoin,isotretinoin
zenatane,isotretinoin,isotretinoin
dynacirc cr,isradipine,isradipine
onmel,itraconazole,itraconazole
sporanox,itraconazole,itraconazole
kalydeco,ivacaftor,ivacaftor
sklice,ivermectin,ivermectin
soolantra,ivermectin,ivermectin
stromectol,ivermectin,ivermectin
ixempra,ixabepilone,ixabepilone
ninlaro,ixazomib citrate,ixazomib citrate
extina,ketoconazole,ketoconazole
ketodan,ketoconazole,ketoconazole
nizoral,ketoconazole,ketoconazole
xolegel,ketoconazole,ketoconazole
acular,ketorolac tromethamine,ketorolac tromethamine
acular ls,ketorolac tromethamine,ketorolac tromethamine
sprix,ketorolac tromethamine,ketorolac tromethamine
vimpat,lacosamide,lacosamide
constulose,lactulose,lactulose
enulose,lactulose,lactulose
generlac,lactulose,lactulose
kristalose,lactulose,lactulose
epivir,lamivudine,lamivudine
epivir hbv,lamivudine,lamivudine
lamivudine hbv,lamivudine,lamivudine
lamictal,lamotrigine,lamotrigine
lamictal (blue),lamotrigine,lamotrigine
lamictal (green),lamotrigine,lamotrigine
lamictal (orange),lamotrigine,lamotrigine
lamictal odt,lamotrigine,lamotrigine
lamictal odt (blue),lamotrigine,lamotrigine
lamictal odt (green),lamotrigine,lamotrigine
lamictal odt (orange),lamotrigine,lamotrigine
lamictal xr,lamotrigine,lamotrigine
lamictal xr (blue),lamotrigine,lamotrigine
lamictal xr (green),lamotrigine,lamotrigine
lamictal xr (orange),lamotrigine,lamotrigine
lamotrigine er,lamotrigine,lamotrigine
lamotrigine odt,lamotrigine,lamotrigine
somatuline depot,lanreotide acetate,lanreotide acetate
prevacid,lansoprazole,lansoprazole
fosrenol,lanthanum carbonate,lanthanum carbonate
tykerb,lapatinib ditosylate,lapatinib ditosylate
aldurazyme,laronidase,laronidase
xalatan,latanoprost,latanoprost
arava,leflunomide,leflunomide
revlimid,lenalidomide,lenalidomide
lenvima,lenvatinib mesylate,lenvatinib mesylate
amoxil,amoxicillin,amoxicillin
femara,letrozole,letrozole
eligard,leuprolide acetate,leuprolide acetate
lupron depot,leuprolide acetate,leuprolide acetate
lupron depot-ped,leuprolide acetate,leuprolide acetate
moxatag,amoxicillin,amoxicillin
keppra,levetiracetam,levetiracetam
keppra xr,levetiracetam,levetiracetam
levetiracetam er,levetiracetam,levetiracetam
carnitor,levocarnitine,levocarnitine
carnitor sf,levocarnitine,levocarnitine
iquix,levofloxacin,levofloxacin
levaquin,levofloxacin,levofloxacin
quixin,levofloxacin,levofloxacin
fusilev,levoleucovorin calcium,levoleucovorin calcium
mirena,levonorgestrel,levonorgestrel
my way,levonorgestrel,levonorgestrel
next choice,levonorgestrel,levonorgestrel
next choice one dose,levonorgestrel,levonorgestrel
plan b one-step,levonorgestrel,levonorgestrel
skyla,levonorgestrel,levonorgestrel
evekeo,amphetamine sulfate,amphetamine sulfate
levothroid,levothyroxine sodium,levothyroxine sodium
levoxyl,levothyroxine sodium,levothyroxine sodium
synthroid,levothyroxine sodium,levothyroxine sodium
tirosint,levothyroxine sodium,levothyroxine sodium
unithroid,levothyroxine sodium,levothyroxine sodium
lidoderm,lidocaine,lidocaine
linzess,linaclotide,linaclotide
tradjenta,linagliptin,linagliptin
zyvox,linezolid,linezolid
cytomel,liothyronine sodium,liothyronine sodium
saxenda,liraglutide,liraglutide
victoza 2-pak,liraglutide,liraglutide
victoza 3-pak,liraglutide,liraglutide
vyvanse,lisdexamfetamine dimesylate,lisdexamfetamine dimesylate
prinivil,lisinopril,lisinopril
zestril,lisinopril,lisinopril
campral,acamprosate calcium,acamprosate calcium
lithium carbonate er,lithium carbonate,lithium carbonate
lithobid,lithium carbonate,lithium carbonate
alomide,lodoxamide tromethamine,lodoxamide tromethamine
juxtapid,lomitapide mesylate,lomitapide mesylate
ceenu,lomustine,lomustine
gleostine,lomustine,lomustine
ativan,lorazepam,lorazepam
lorazepam intensol,lorazepam,lorazepam
cozaar,losartan potassium,losartan potassium
alrex,loteprednol etabonate,loteprednol etabonate
lotemax,loteprednol etabonate,loteprednol etabonate
altoprev,lovastatin,lovastatin
mevacor,lovastatin,lovastatin
loxitane,loxapine succinate,loxapine succinate
amitiza,lubiprostone,lubiprostone
luzu,luliconazole,luliconazole
opsumit,macitentan,macitentan
sulfamylon,mafenide acetate,mafenide acetate
kineret,anakinra,anakinra
ovide,malathion,malathion
selzentry,maraviroc,maraviroc
arimidex,anastrozole,anastrozole
depo-provera,medroxyprogesterone acetate,medroxyprogesterone acetate
depo-subq provera 104,medroxyprogesterone acetate,medroxyprogesterone acetate
provera,medroxyprogesterone acetate,medroxyprogesterone acetate
eraxis (water diluent),anidulafungin,anidulafungin
ponstel,mefenamic acid,mefenamic acid
megace,megestrol acetate,megestrol acetate
megace es,megestrol acetate,megestrol acetate
mobic,meloxicam,meloxicam
alkeran,melphalan,melphalan
dritho-scalp,anthralin,anthralin
cantil,mepenzolate bromide,mepenzolate bromide
drithocreme hp,anthralin,anthralin
mebaral,mephobarbital,mephobarbital
purinethol,mercaptopurine,mercaptopurine
merrem,meropenem,meropenem
zithranol-rr,anthralin,anthralin
apriso,mesalamine,mesalamine
asacol,mesalamine,mesalamine
asacol hd,mesalamine,mesalamine
canasa,mesalamine,mesalamine
delzicol,mesalamine,mesalamine
lialda,mesalamine,mesalamine
pentasa,mesalamine,mesalamine
sfrowasa,mesalamine,mesalamine
mesnex,mesna,mesna
neptazane,methazolamide,methazolamide
hiprex,methenamine hippurate,methenamine hippurate
tapazole,methimazole,methimazole
robaxin,methocarbamol,methocarbamol
robaxin-750,methocarbamol,methocarbamol
rheumatrex,methotrexate sodium,methotrexate sodium
trexall,methotrexate sodium,methotrexate sodium
8-mop,methoxsalen,methoxsalen
oxsoralen,methoxsalen,methoxsalen
celontin,methsuximide,methsuximide
methergine,methylergonovine maleate,methylergonovine maleate
relistor,methylnaltrexone bromide,methylnaltrexone bromide
daytrana,methylphenidate,methylphenidate
medrol,methylprednisolone,methylprednisolone
meprolone unipak,methylprednisolone,methylprednisolone
depo-medrol,methylprednisolone acetate,methylprednisolone acetate
android,methyltestosterone,methyltestosterone
methitest,methyltestosterone,methyltestosterone
precose,acarbose,acarbose
eliquis,apixaban,apixaban
testred,methyltestosterone,methyltestosterone
optipranolol,metipranolol,metipranolol
zaroxolyn,metolazone,metolazone
toprol xl,metoprolol succinate,metoprolol succinate
lopressor,metoprolol tartrate,metoprolol tartrate
myalept,metreleptin,metreleptin
flagyl,metronidazole,metronidazole
flagyl er,metronidazole,metronidazole
metrocream,metronidazole,metronidazole
metrogel,metronidazole,metronidazole
metrogel-vaginal,metronidazole,metronidazole
metrolotion,metronidazole,metronidazole
noritate,metronidazole,metronidazole
nuvessa,metronidazole,metronidazole
rosadan,metronidazole,metronidazole
vandazole,metronidazole,metronidazole
vitazol,metronidazole,metronidazole
demser,metyrosine,metyrosine
mycamine,micafungin sodium,micafungin sodium
oravig,miconazole,miconazole
otezla,apremilast,apremilast
miconazole 3,miconazole nitrate,miconazole nitrate
korlym,mifepristone,mifepristone
glyset,miglitol,miglitol
zavesca,miglustat,miglustat
emend,aprepitant,aprepitant
kynamro,mipomersen sodium,mipomersen sodium
myrbetriq,mirabegron,mirabegron
remeron,mirtazapine,mirtazapine
cytotec,misoprostol,misoprostol
lysodren,mitotane,mitotane
provigil,modafinil,modafinil
abilify,aripiprazole,aripiprazole
asmanex,mometasone furoate,mometasone furoate
asmanex hfa,mometasone furoate,mometasone furoate
elocon,mometasone furoate,mometasone furoate
nasonex,mometasone furoate,mometasone furoate
abilify discmelt,aripiprazole,aripiprazole
singulair,montelukast sodium,montelukast sodium
avinza,morphine sulfate,morphine sulfate
kadian,morphine sulfate,morphine sulfate
morphine sulfate er,morphine sulfate,morphine sulfate
ms contin,morphine sulfate,morphine sulfate
oramorph sr,morphine sulfate,morphine sulfate
roxanol,morphine sulfate,morphine sulfate
abilify maintena,aripiprazole,aripiprazole
aripiprazole odt,aripiprazole,aripiprazole
aristada,aripiprazole lauroxil,aripiprazole lauroxil
bactroban,mupirocin,mupirocin
nuvigil,armodafinil,armodafinil
centany,mupirocin,mupirocin
centany at,mupirocin,mupirocin
bactroban,mupirocin calcium,mupirocin calcium
bactroban nasal,mupirocin calcium,mupirocin calcium
trisenox,arsenic trioxide,arsenic trioxide
cellcept,mycophenolate mofetil,mycophenolate mofetil
myfortic,mycophenolate sodium,mycophenolate sodium
cesamet,nabilone,nabilone
corgard,nadolol,nadolol
synarel,nafarelin acetate,nafarelin acetate
movantik,naloxegol oxalate,naloxegol oxalate
saphris,asenapine maleate,asenapine maleate
ec-naprosyn,naproxen,naproxen
naprosyn,naproxen,naproxen
anaprox,naproxen sodium,naproxen sodium
strensiq,asfotase alfa,asfotase alfa
anaprox ds,naproxen sodium,naproxen sodium
naprelan,naproxen sodium,naproxen sodium
naprelan cr dose card,naproxen sodium,naproxen sodium
naproxen sodium cr,naproxen sodium,naproxen sodium
naproxen sodium er,naproxen sodium,naproxen sodium
tysabri,natalizumab,natalizumab
natacyn,natamycin,natamycin
starlix,nateglinide,nateglinide
alocril,nedocromil sodium,nedocromil sodium
viracept,nelfinavir mesylate,nelfinavir mesylate
reyataz,atazanavir sulfate,atazanavir sulfate
prostigmin,neostigmine bromide,neostigmine bromide
ilevro,nepafenac,nepafenac
nevanac,nepafenac,nepafenac
nevirapine er,nevirapine,nevirapine
viramune,nevirapine,nevirapine
viramune xr,nevirapine,nevirapine
niacin er,niacin,niacin
niacor,niacin,niacin
niaspan,niacin,niacin
tenormin,atenolol,atenolol
nicotine patch,nicotine,nicotine
nicotrol,nicotine,nicotine
nicotrol ns,nicotine,nicotine
adalat cc,nifedipine,nifedipine
afeditab cr,nifedipine,nifedipine
nifediac cc,nifedipine,nifedipine
nifedical xl,nifedipine,nifedipine
nifedipine er,nifedipine,nifedipine
nifedipine xl,nifedipine,nifedipine
procardia,nifedipine,nifedipine
procardia xl,nifedipine,nifedipine
nilandron,nilutamide,nilutamide
ofev,nintedanib esylate,nintedanib esylate
sular,nisoldipine,nisoldipine
alinia,nitazoxanide,nitazoxanide
furadantin,nitrofurantoin,nitrofurantoin
minitran,nitroglycerin,nitroglycerin
nitro-bid,nitroglycerin,nitroglycerin
nitro-dur,nitroglycerin,nitroglycerin
nitroglycerin patch,nitroglycerin,nitroglycerin
nitrolingual,nitroglycerin,nitroglycerin
nitromist,nitroglycerin,nitroglycerin
nitroquick,nitroglycerin,nitroglycerin
nitrostat,nitroglycerin,nitroglycerin
rectiv,nitroglycerin,nitroglycerin
opdivo,nivolumab,nivolumab
axid,nizatidine,nizatidine
camila,norethindrone,norethindrone
deblitane,norethindrone,norethindrone
errin,norethindrone,norethindrone
heather,norethindrone,norethindrone
jencycla,norethindrone,norethindrone
jolivette,norethindrone,norethindrone
micronor,norethindrone,norethindrone
nor-q-d,norethindrone,norethindrone
nora-be,norethindrone,norethindrone
lipitor,atorvastatin calcium,atorvastatin calcium
norlyroc,norethindrone,norethindrone
ortho micronor,norethindrone,norethindrone
sharobel,norethindrone,norethindrone
mepron,atovaquone,atovaquone
aygestin,norethindrone acetate,norethindrone acetate
noroxin,norfloxacin,norfloxacin
atropine care,atropine sulfate,atropine sulfate
nyamyc,nystatin,nystatin
nystop,nystatin,nystatin
isopto atropine,atropine sulfate,atropine sulfate
pedi-dri,nystatin,nystatin
gazyva,obinutuzumab,obinutuzumab
sandostatin,octreotide acetate,octreotide acetate
arzerra,ofatumumab,ofatumumab
floxin,ofloxacin,ofloxacin
sal-tropine,atropine sulfate,atropine sulfate
ocuflox,ofloxacin,ofloxacin
olanzapine odt,olanzapine,olanzapine
zyprexa,olanzapine,olanzapine
zyprexa zydis,olanzapine,olanzapine
zyprexa relprevv,olanzapine pamoate,olanzapine pamoate
lynparza,olaparib,olaparib
benicar,olmesartan medoxomil,olmesartan medoxomil
dipentum,olsalazine sodium,olsalazine sodium
ridaura,auranofin,auranofin
synribo,omacetaxine mepesuccinate,omacetaxine mepesuccinate
xolair,omalizumab,omalizumab
stendra,avanafil,avanafil
prilosec,omeprazole,omeprazole
prilosec,omeprazole magnesium,omeprazole magnesium
inlyta,axitinib,axitinib
ondansetron odt,ondansetron,ondansetron
zofran odt,ondansetron,ondansetron
zuplenz,ondansetron,ondansetron
neumega,oprelvekin,oprelvekin
xenical,orlistat,orlistat
norflex,orphenadrine citrate,orphenadrine citrate
tamiflu,oseltamivir phosphate,oseltamivir phosphate
tagrisso,osimertinib mesylate,osimertinib mesylate
osphena,ospemifene,ospemifene
vidaza,azacitidine,azacitidine
eloxatin,oxaliplatin,oxaliplatin
oxandrin,oxandrolone,oxandrolone
daypro,oxaprozin,oxaprozin
azasan,azathioprine,azathioprine
oxtellar xr,oxcarbazepine,oxcarbazepine
trileptal,oxcarbazepine,oxcarbazepine
oxistat,oxiconazole nitrate,oxiconazole nitrate
gelnique,oxybutynin,oxybutynin
oxytrol,oxybutynin,oxybutynin
ditropan xl,oxybutynin chloride,oxybutynin chloride
gelnique,oxybutynin chloride,oxybutynin chloride
oxybutynin chloride er,oxybutynin chloride,oxybutynin chloride
imuran,azathioprine,azathioprine
azelex,azelaic acid,azelaic acid
anadrol-50,oxymetholone,oxymetholone
pitocin,oxytocin,oxytocin
finacea,azelaic acid,azelaic acid
onxol,paclitaxel,paclitaxel
ibrance,palbociclib,palbociclib
invega,paliperidone,paliperidone
paliperidone er,paliperidone,paliperidone
invega sustenna,paliperidone palmitate,paliperidone palmitate
invega trinza,paliperidone palmitate,paliperidone palmitate
synagis,palivizumab,palivizumab
vectibix,panitumumab,panitumumab
farydak,panobinostat lactate,panobinostat lactate
protonix,pantoprazole sodium,pantoprazole sodium
protonix iv,pantoprazole sodium,pantoprazole sodium
natpara,parathyroid hormone,parathyroid hormone
zemplar,paricalcitol,paricalcitol
brisdelle,paroxetine mesylate,paroxetine mesylate
pexeva,paroxetine mesylate,paroxetine mesylate
signifor,pasireotide diaspartate,pasireotide diaspartate
signifor lar,pasireotide pamoate,pasireotide pamoate
adagen,pegademase bovine,pegademase bovine
neulasta,pegfilgrastim,pegfilgrastim
pegasys,peginterferon alfa-2a,peginterferon alfa-2a
pegasys proclick,peginterferon alfa-2a,peginterferon alfa-2a
pegintron,peginterferon alfa-2b,peginterferon alfa-2b
pegintron redipen,peginterferon alfa-2b,peginterferon alfa-2b
sylatron,peginterferon alfa-2b,peginterferon alfa-2b
sylatron 4-pack,peginterferon alfa-2b,peginterferon alfa-2b
plegridy,peginterferon beta-1a,peginterferon beta-1a
plegridy pen,peginterferon beta-1a,peginterferon beta-1a
krystexxa,pegloticase,pegloticase
somavert,pegvisomant,pegvisomant
keytruda,pembrolizumab,pembrolizumab
alimta,pemetrexed disodium,pemetrexed disodium
edarbi,azilsartan medoxomil,azilsartan medoxomil
azasite,azithromycin,azithromycin
zithromax,azithromycin,azithromycin
levatol,penbutolol sulfate,penbutolol sulfate
denavir,penciclovir,penciclovir
zithromax tri-pak,azithromycin,azithromycin
cuprimine,penicillamine,penicillamine
depen,penicillamine,penicillamine
bicillin l-a,penicillin g benzathine,penicillin g benzathine
pfizerpen,penicillin g potassium,penicillin g potassium
nebupent,pentamidine isethionate,pentamidine isethionate
pentam 300,pentamidine isethionate,pentamidine isethionate
zmax,azithromycin,azithromycin
talwin,pentazocine lactate,pentazocine lactate
elmiron,pentosan polysulfate sodium,pentosan polysulfate sodium
nipent,pentostatin,pentostatin
pentopak,pentoxifylline,pentoxifylline
pentoxil,pentoxifylline,pentoxifylline
trental,pentoxifylline,pentoxifylline
fycompa,perampanel,perampanel
aceon,perindopril erbumine,perindopril erbumine
acticin,permethrin,permethrin
elimite,permethrin,permethrin
azactam,aztreonam,aztreonam
perjeta,pertuzumab,pertuzumab
nardil,phenelzine sulfate,phenelzine sulfate
cayston,aztreonam lysine,aztreonam lysine
dilantin,phenytoin,phenytoin
dilantin-125,phenytoin,phenytoin
mephyton,phytonadione,phytonadione
vitamin k1,phytonadione,phytonadione
elidel,pimecrolimus,pimecrolimus
orap,pimozide,pimozide
maxair autohaler,pirbuterol acetate,pirbuterol acetate
esbriet,pirfenidone,pirfenidone
feldene,piroxicam,piroxicam
livalo,pitavastatin calcium,pitavastatin calcium
mozobil,plerixafor,plerixafor
baciim,bacitracin,bacitracin
gablofen,baclofen,baclofen
condylox,podofilox,podofilox
lioresal intrathecal,baclofen,baclofen
pomalyst,pomalidomide,pomalidomide
noxafil,posaconazole,posaconazole
epiklor,potassium chloride,potassium chloride
k-sol,potassium chloride,potassium chloride
k-tab er,potassium chloride,potassium chloride
kaon-cl 10,potassium chloride,potassium chloride
klor-con,potassium chloride,potassium chloride
klor-con 10,potassium chloride,potassium chloride
klor-con 8,potassium chloride,potassium chloride
klor-con m10,potassium chloride,potassium chloride
klor-con m15,potassium chloride,potassium chloride
klor-con m20,potassium chloride,potassium chloride
klor-con sprinkle,potassium chloride,potassium chloride
micro-k,potassium chloride,potassium chloride
potassium citrate er,potassium citrate,potassium citrate
urocit-k,potassium citrate,potassium citrate
sski,potassium iodide,potassium iodide
betadine,povidone-iodine,povidone-iodine
folotyn,pralatrexate,pralatrexate
symlin,pramlintide acetate,pramlintide acetate
symlinpen 120,pramlintide acetate,pramlintide acetate
symlinpen 60,pramlintide acetate,pramlintide acetate
pravachol,pravastatin sodium,pravastatin sodium
biltricide,praziquantel,praziquantel
dermatop,prednicarbate,prednicarbate
millipred,prednisolone,prednisolone
millipred dp,prednisolone,prednisolone
prelone,prednisolone,prednisolone
colazal,balsalazide disodium,balsalazide disodium
omnipred,prednisolone acetate,prednisolone acetate
pred forte,prednisolone acetate,prednisolone acetate
pred mild,prednisolone acetate,prednisolone acetate
giazo,balsalazide disodium,balsalazide disodium
deltasone,prednisone,prednisone
prednisone intensol,prednisone,prednisone
rayos,prednisone,prednisone
lyrica,pregabalin,pregabalin
regranex,becaplermin,becaplermin
beconase aq,beclomethasone dipropionate,beclomethasone dipropionate
qnasl,beclomethasone dipropionate,beclomethasone dipropionate
qnasl children,beclomethasone dipropionate,beclomethasone dipropionate
mysoline,primidone,primidone
qvar,beclomethasone dipropionate,beclomethasone dipropionate
compazine,prochlorperazine,prochlorperazine
compro,prochlorperazine,prochlorperazine
compazine,prochlorperazine maleate,prochlorperazine maleate
sirturo,bedaquiline fumarate,bedaquiline fumarate
progesterone in oil,progesterone,progesterone
nulojix,belatacept,belatacept
benlysta,belimumab,belimumab
mestinon,pyridostigmine bromide,pyridostigmine bromide
pyridostigmine bromide er,pyridostigmine bromide,pyridostigmine bromide
regonol,pyridostigmine bromide,pyridostigmine bromide
daraprim,pyrimethamine,pyrimethamine
doral,quazepam,quazepam
seroquel,quetiapine fumarate,quetiapine fumarate
seroquel xr,quetiapine fumarate,quetiapine fumarate
qualaquin,quinine sulfate,quinine sulfate
synercid,quinupristin/dalfopristin,quinupristin/dalfopristin
aciphex,rabeprazole sodium,rabeprazole sodium
aciphex sprinkle,rabeprazole sodium,rabeprazole sodium
isentress,raltegravir potassium,raltegravir potassium
rozerem,ramelteon,ramelteon
altace,ramipril,ramipril
cyramza,ramucirumab,ramucirumab
lucentis,ranibizumab,ranibizumab
ranexa,ranolazine,ranolazine
azilect,rasagiline mesylate,rasagiline mesylate
stivarga,regorafenib,regorafenib
prandin,repaglinide,repaglinide
benzotic,benzocaine,benzocaine
altabax,retapamulin,retapamulin
copegus,ribavirin,ribavirin
moderiba,ribavirin,ribavirin
rebetol,ribavirin,ribavirin
ribapak,ribavirin,ribavirin
pinnacaine,benzocaine,benzocaine
ribasphere,ribavirin,ribavirin
ribasphere ribapak,ribavirin,ribavirin
mycobutin,rifabutin,rifabutin
rifadin,rifampin,rifampin
priftin,rifapentine,rifapentine
xifaxan,rifaximin,rifaximin
arcalyst,rilonacept,rilonacept
rilutek,riluzole,riluzole
vexol,rimexolone,rimexolone
adempas,riociguat,riociguat
actonel,risedronate sodium,risedronate sodium
atelvia,risedronate sodium,risedronate sodium
risedronate sodium dr,risedronate sodium,risedronate sodium
risperdal,risperidone,risperidone
risperdal m-tab,risperidone,risperidone
risperidone odt,risperidone,risperidone
norvir,ritonavir,ritonavir
rituxan,rituximab,rituximab
xarelto,rivaroxaban,rivaroxaban
exelon,rivastigmine,rivastigmine
exelon,rivastigmine tartrate,rivastigmine tartrate
maxalt,rizatriptan benzoate,rizatriptan benzoate
maxalt mlt,rizatriptan benzoate,rizatriptan benzoate
daliresp,roflumilast,roflumilast
varubi,rolapitant hydrochloride,rolapitant hydrochloride
istodax,romidepsin,romidepsin
nplate,romiplostim,romiplostim
tessalon perle,benzonatate,benzonatate
avandia,rosiglitazone maleate,rosiglitazone maleate
crestor,rosuvastatin calcium,rosuvastatin calcium
neupro,rotigotine,rotigotine
banzel,rufinamide,rufinamide
zonatuss,benzonatate,benzonatate
jakafi,ruxolitinib phosphate,ruxolitinib phosphate
sucraid,sacrosidase,sacrosidase
aliclen,salicylic acid,salicylic acid
benzefoam,benzoyl peroxide,benzoyl peroxide
bensal hp,salicylic acid,salicylic acid
durasal,salicylic acid,salicylic acid
keralyt,salicylic acid,salicylic acid
keralyt scalp,salicylic acid,salicylic acid
sa 6%,salicylic acid,salicylic acid
salacyn,salicylic acid,salicylic acid
salex,salicylic acid,salicylic acid
salitop,salicylic acid,salicylic acid
salvax,salicylic acid,salicylic acid
benzefoam ultra,benzoyl peroxide,benzoyl peroxide
virasal,salicylic acid,salicylic acid
serevent diskus,salmeterol xinafoate,salmeterol xinafoate
disalcid,salsalate,salsalate
benzepro,benzoyl peroxide,benzoyl peroxide
kuvan,sapropterin dihydrochloride,sapropterin dihydrochloride
invirase,saquinavir mesylate,saquinavir mesylate
leukine,sargramostim,sargramostim
transderm-scop,scopolamine,scopolamine
isopto hyoscine,scopolamine hydrobromide,scopolamine hydrobromide
scopace,scopolamine hydrobromide,scopolamine hydrobromide
seconal sodium,secobarbital sodium,secobarbital sodium
cosentyx (2 syringes),secukinumab,secukinumab
cosentyx pen,secukinumab,secukinumab
cosentyx pen (2 pens),secukinumab,secukinumab
cosentyx syringe,secukinumab,secukinumab
emsam,selegiline,selegiline
selenos,selenium sulfide,selenium sulfide
bp wash,benzoyl peroxide,benzoyl peroxide
tersi foam,selenium sulfide,selenium sulfide
ertaczo,sertaconazole nitrate,sertaconazole nitrate
renvela,sevelamer carbonate,sevelamer carbonate
revatio,sildenafil citrate,sildenafil citrate
viagra,sildenafil citrate,sildenafil citrate
bpo,benzoyl peroxide,benzoyl peroxide
rapaflo,silodosin,silodosin
sylvant,siltuximab,siltuximab
silvadene,silver sulfadiazine,silver sulfadiazine
ssd,silver sulfadiazine,silver sulfadiazine
ssd af,silver sulfadiazine,silver sulfadiazine
thermazene,silver sulfadiazine,silver sulfadiazine
olysio,simeprevir sodium,simeprevir sodium
clinac bpo,benzoyl peroxide,benzoyl peroxide
zocor,simvastatin,simvastatin
veregen,sinecatechins,sinecatechins
rapamune,sirolimus,sirolimus
januvia,sitagliptin phosphate,sitagliptin phosphate
desquam-x,benzoyl peroxide,benzoyl peroxide
neut,sodium bicarbonate,sodium bicarbonate
lavoclen-4,benzoyl peroxide,benzoyl peroxide
lavoclen-8,benzoyl peroxide,benzoyl peroxide
clinpro 5000,sodium fluoride,sodium fluoride
control rx,sodium fluoride,sodium fluoride
denta 5000 plus,sodium fluoride,sodium fluoride
dentagel,sodium fluoride,sodium fluoride
epiflur,sodium fluoride,sodium fluoride
ethedent,sodium fluoride,sodium fluoride
fluor-a-day,sodium fluoride,sodium fluoride
fluoride,sodium fluoride,sodium fluoride
oscion,benzoyl peroxide,benzoyl peroxide
fluoridex daily defense,sodium fluoride,sodium fluoride
fluoridex defense whitening,sodium fluoride,sodium fluoride
fluoritab,sodium fluoride,sodium fluoride
lozi-flur,sodium fluoride,sodium fluoride
ludent fluoride,sodium fluoride,sodium fluoride
phos-flur,sodium fluoride,sodium fluoride
prevident,sodium fluoride,sodium fluoride
prevident 5000,sodium fluoride,sodium fluoride
prevident 5000 plus,sodium fluoride,sodium fluoride
renaf,sodium fluoride,sodium fluoride
triaz,benzoyl peroxide,benzoyl peroxide
sf,sodium fluoride,sodium fluoride
sf 5000 plus,sodium fluoride,sodium fluoride
glycophos,sodium glycerophosphate,sodium glycerophosphate
xyrem,sodium oxybate,sodium oxybate
buphenyl,sodium phenylbutyrate,sodium phenylbutyrate
kayexalate,sodium polystyrene sulfonate,sodium polystyrene sulfonate
kionex,sodium polystyrene sulfonate,sodium polystyrene sulfonate
sps,sodium polystyrene sulfonate,sodium polystyrene sulfonate
sovaldi,sofosbuvir,sofosbuvir
vesicare,solifenacin succinate,solifenacin succinate
genotropin,somatropin,somatropin
humatrope,somatropin,somatropin
norditropin,somatropin,somatropin
norditropin flexpro,somatropin,somatropin
norditropin nordiflex,somatropin,somatropin
nutropin,somatropin,somatropin
nutropin aq,somatropin,somatropin
nutropin aq nuspin,somatropin,somatropin
omnitrope,somatropin,somatropin
saizen,somatropin,somatropin
serostim,somatropin,somatropin
tev-tropin,somatropin,somatropin
zomacton,somatropin,somatropin
zorbtive,somatropin,somatropin
odomzo,sonidegib phosphate,sonidegib phosphate
nexavar,sorafenib tosylate,sorafenib tosylate
aldactone,spironolactone,spironolactone
gel-kam,stannous fluoride,stannous fluoride
periomed,stannous fluoride,stannous fluoride
zerit,stavudine,stavudine
zanosar,streptozocin,streptozocin
carafate,sucralfate,sucralfate
velphoro,sucroferric oxyhydroxide,sucroferric oxyhydroxide
sufenta,sufentanil citrate,sufentanil citrate
exelderm,sulconazole nitrate,sulconazole nitrate
10 wash,sulfacetamide sodium,sulfacetamide sodium
bleph-10,sulfacetamide sodium,sulfacetamide sodium
klaron,sulfacetamide sodium,sulfacetamide sodium
ovace plus,sulfacetamide sodium,sulfacetamide sodium
seb-prev,sulfacetamide sodium,sulfacetamide sodium
sodium sulfacetamide,sulfacetamide sodium,sulfacetamide sodium
sulfamide,sulfacetamide sodium,sulfacetamide sodium
cogentin,benztropine mesylate,benztropine mesylate
ulesfia,benzyl alcohol,benzyl alcohol
avc,sulfanilamide,sulfanilamide
azulfidine,sulfasalazine,sulfasalazine
sulfasalazine dr,sulfasalazine,sulfasalazine
clinoril,sulindac,sulindac
imitrex,sumatriptan,sumatriptan
alsuma,sumatriptan succinate,sumatriptan succinate
imitrex,sumatriptan succinate,sumatriptan succinate
sumavel dosepro,sumatriptan succinate,sumatriptan succinate
sutent,sunitinib malate,sunitinib malate
cystadane,betaine,betaine
celestone,betamethasone,betamethasone
