brand_name,generic_name,key
diphenoxylate w/atropine,diphenoxylate hcl/atropine,diphenoxylate hydrochloride/atropine
lomotil,diphenoxylate hcl/atropine,diphenoxylate hydrochloride/atropine
lonox,diphenoxylate hcl/atropine,diphenoxylate hydrochloride/atropine
respa c&c ir,dm/pe/acetaminoph/diphenhydram,dm/pe/acetaminoph/diphenhydram
dobutamine hcl in dextrose,dobutamine hcl/d5w,dobutamine hydrochloride/d5w
dopamine hcl in 5% dextrose,dopamine hcl/d5w,dopamine hydrochloride/d5w
cosopt,dorzolamide hcl/timolol maleat,dorzolamide hydrochloride/timolol maleat
dorzolamide-timolol,dorzolamide hcl/timolol maleat,dorzolamide hydrochloride/timolol maleat
cosopt pf,dorzolamide/timolol/pf,dorzolamide/timolol
ocudox,doxy/eyelid clns #3/eye eml #1,doxy/eyelid clns #3/eye eml #1
morgidox,doxycycline/skin cleanser #19,doxycycline/skin cleanser #19
pentacel,dp(a)t-polio/hib conj-tet/pf,dp(a)t-polio/hib conj-tet
trihibit,dp(a)t ped/hib conj-tet/pf,dp(a)t ped/hib conj-tet
beyaz,drospir/eth estra/levomefol ca,drospir/eth estra/levomefol ca
safyral,drospir/eth estra/levomefol ca,drospir/eth estra/levomefol ca
angeliq,drospirenone/estradiol,drospirenone/estradiol
dutasteride-tamsulosin,dutasteride/tamsulosin hcl,dutasteride/tamsulosin hydrochloride
jalyn,dutasteride/tamsulosin hcl,dutasteride/tamsulosin hydrochloride
renax,"e ac succ/fa/vit bcomp,c/zn/se","e ac succ/fa/vit bcomp,c/zn/se"
atripla,efavirenz/emtricitab/tenofovir,efavirenz/emtricitab/tenofovir
genvoya,elviteg/cobi/emtric/tenofo ala,elviteg/cobi/emtric/tenofo ala
stribild,elvitegr/cobicist/emtric/tenof,elvitegr/cobicist/emtric/tenof
glyxambi,empagliflozin/linagliptin,empagliflozin/linagliptin
synjardy,empagliflozin/metformin hcl,empagliflozin/metformin hydrochloride
complera,emtricitab/rilpivirine/tenofov,emtricitab/rilpivirine/tenofov
truvada,emtricitabine/tenofovir,emtricitabine/tenofovir
enalapril-hydrochlorothiazide,enalapril/hydrochlorothiazide,enalapril/hydrochlorothiazide
vaseretic,enalapril/hydrochlorothiazide,enalapril/hydrochlorothiazide
teveten hct,eprosartan/hydrochlorothiazide,eprosartan/hydrochlorothiazide
cafergot,ergotamine tartrate/caffeine,ergotamine tartrate/caffeine
ergotamine-caffeine,ergotamine tartrate/caffeine,ergotamine tartrate/caffeine
migergot,ergotamine tartrate/caffeine,ergotamine tartrate/caffeine
erythromycin-sulfisoxazole,ery e-succ/sulfisoxazole,ery e-succ/sulfisoxazole
ery,erythromycin base/ethanol,erythromycin base/ethanol
erygel,erythromycin base/ethanol,erythromycin base/ethanol
benzamycin,erythromycin/benzoyl peroxide,erythromycin/benzoyl peroxide
benzamycinpak,erythromycin/benzoyl peroxide,erythromycin/benzoyl peroxide
erythromycin-benzoyl peroxide,erythromycin/benzoyl peroxide,erythromycin/benzoyl peroxide
natazia,estradiol valerate/dienogest,estradiol valerate/dienogest
climara pro,estradiol/levonorgestrel,estradiol/levonorgestrel
activella,estradiol/norethindrone acet,estradiol/norethindrone acet
combipatch,estradiol/norethindrone acet,estradiol/norethindrone acet
estradiol-norethindrone acetat,estradiol/norethindrone acet,estradiol/norethindrone acet
lopreeza,estradiol/norethindrone acet,estradiol/norethindrone acet
mimvey,estradiol/norethindrone acet,estradiol/norethindrone acet
mimvey lo,estradiol/norethindrone acet,estradiol/norethindrone acet
prefest,estradiol/norgestimate,estradiol/norgestimate
premphase,"estrogen,con/m-progest acet","estrogen,con/m-progest acet"
prempro,"estrogen,con/m-progest acet","estrogen,con/m-progest acet"
duavee,"estrogens,conj/bazedoxifene","estrogens,conj/bazedoxifene"
drospirenone-ethinyl estradiol,ethinyl estradiol/drospirenone,ethinyl estradiol/drospirenone
gianvi,ethinyl estradiol/drospirenone,ethinyl estradiol/drospirenone
loryna,ethinyl estradiol/drospirenone,ethinyl estradiol/drospirenone
nikki,ethinyl estradiol/drospirenone,ethinyl estradiol/drospirenone
ocella,ethinyl estradiol/drospirenone,ethinyl estradiol/drospirenone
syeda,ethinyl estradiol/drospirenone,ethinyl estradiol/drospirenone
vestura,ethinyl estradiol/drospirenone,ethinyl estradiol/drospirenone
yasmin 28,ethinyl estradiol/drospirenone,ethinyl estradiol/drospirenone
yaz,ethinyl estradiol/drospirenone,ethinyl estradiol/drospirenone
zarah,ethinyl estradiol/drospirenone,ethinyl estradiol/drospirenone
nuvaring,etonogestrel/ethinyl estradiol,etonogestrel/ethinyl estradiol
liptruzet,ezetimibe/atorvastatin calcium,ezetimibe/atorvastatin calcium
vytorin,ezetimibe/simvastatin,ezetimibe/simvastatin
cardiotek-rx,fa/arginine hcl/b12/b6/pep ex,fa/arginine hydrochloride/b12/b6/pep ex
udamin,fa/multivit-min/min aa chel,fa/multivit-min/min aa chel
corvita,fa/mvi ther-min/lycopene/lut,fa/mvi ther-min/lycopene/lut
corvite,fa/mvi ther-min/lycopene/lut,fa/mvi ther-min/lycopene/lut
vitafol,fe fumarate/cal/e/fa/multivit,fe fumarate/cal/e/fa/multivit
ed cyte f,fe fumarate/docusate sodium/fa,fe fumarate/docusate sodium/fa
nephron fa,"fe fumarate/doss/fa/bcomp,c","fe fumarate/doss/fa/bcomp,c"
centratex,"fe fumarate/fa/mv, min comb#15","fe fumarate/fa/mv, min comb#15"
hemocyte plus,"fe fumarate/fa/mv, min comb#15","fe fumarate/fa/mv, min comb#15"
reocyte plus,"fe fumarate/fa/mv, min comb#15","fe fumarate/fa/mv, min comb#15"
dualvit f,fe fumarate/iron ps cplx/fa,fe fumarate/iron ps cplx/fa
ferocon,fe fumarate/vit c/b12-if/fa,fe fumarate/vit c/b12-if/fa
ferotrin,fe fumarate/vit c/b12-if/fa,fe fumarate/vit c/b12-if/fa
ferotrinsic,fe fumarate/vit c/b12-if/fa,fe fumarate/vit c/b12-if/fa
foltrin,fe fumarate/vit c/b12-if/fa,fe fumarate/vit c/b12-if/fa
tl icon,fe fumarate/vit c/b12-if/fa,fe fumarate/vit c/b12-if/fa
tricon,fe fumarate/vit c/b12-if/fa,fe fumarate/vit c/b12-if/fa
hematogen,fe fumarate/vit c/b12/stomc,fe fumarate/vit c/b12/stomc
enlyte,fe/fa/dha/epa/fad/nadh/be/mv47,fe/fa/dha/epa/fad/nadh/be/mv47
hematinic with folic acid,ferrous fumarate/folic acid,ferrous fumarate/folic acid
hemocyte-f,ferrous fumarate/folic acid,ferrous fumarate/folic acid
fetrin,ferrous fumarate/vit c/b12-if,ferrous fumarate/vit c/b12-if
fumatinic,ferrous fumarate/vit c/b12-if,ferrous fumarate/vit c/b12-if
folitab 500,ferrous sulfate/vit c/fa,ferrous sulfate/vit c/fa
tl-fol 500,ferrous sulfate/vit c/fa,ferrous sulfate/vit c/fa
allegra-d 12 hour,fexofenadine/pseudoephedrine,fexofenadine/pseudoephedrine
allegra-d 24 hour,fexofenadine/pseudoephedrine,fexofenadine/pseudoephedrine
fexofenadine-pse er,fexofenadine/pseudoephedrine,fexofenadine/pseudoephedrine
tears again hydrate,flaxseed/evening prim/bilberry,flaxseed/evening prim/bilberry
aerobid-m,flunisolide/menthol,flunisolide/menthol
synalar,fluocinolone/emol cmb#65,fluocinolone/emol cmb#65
derma-smoothe-fs,fluocinolone/shower cap,fluocinolone/shower cap
synalar ts,fluocinolone/skin clnsr28,fluocinolone/skin clnsr28
tri-luma,fluocinolone/tretinoin/h-quin,fluocinolone/tretinoin/h-quin
fluocinonide-e,fluocinonide/emollient base,fluocinonide/emollient base
fluocinonide emollient,fluocinonide/emollient base,fluocinonide/emollient base
tri-vit with fluoride-iron,"fluoride/iron/vitamins a,c,d","fluoride/iron/vitamins a,c,d"
advair diskus,fluticasone/salmeterol,fluticasone/salmeterol
advair hfa,fluticasone/salmeterol,fluticasone/salmeterol
breo ellipta,fluticasone/vilanterol,fluticasone/vilanterol
virt-vite plus,folic acid/b complex & c no.17,folic acid/b complex & c no.17
dialyvite 3000,folic acid/b cplx/c/selen/zinc,folic acid/b cplx/c/selen/zinc
b-plex,"folic acid/vit bcomp,c","folic acid/vit bcomp,c"
dialyvite,"folic acid/vit bcomp,c","folic acid/vit bcomp,c"
folbee plus,"folic acid/vit bcomp,c","folic acid/vit bcomp,c"
diatx zn,"folic acid/vit bcomp,c/cu/znox","folic acid/vit bcomp,c/cu/znox"
folbee plus cz,"folic acid/vit bcomp,c/cu/znox","folic acid/vit bcomp,c/cu/znox"
fosinopril-hydrochlorothiazide,fosinopril/hydrochlorothiazide,fosinopril/hydrochlorothiazide
fosteum,genistein/cit zn bisgly/vit d3,genistein/cit zn bisgly/vit d3
vp-gstn,genistein/cit zn bisgly/vit d3,genistein/cit zn bisgly/vit d3
pred-g,gentamicin/prednisol ac,gentamicin/prednisol ac
glipizide-metformin,glipizide/metformin hcl,glipizide/metformin hydrochloride
metaglip,glipizide/metformin hcl,glipizide/metformin hydrochloride
glucovance,glyburide/metformin hcl,glyburide/metformin hydrochloride
glyburide-metformin hcl,glyburide/metformin hcl,glyburide/metformin hydrochloride
broncomar-1,guaifen/theop anhyd/p-ephed,guaifen/theop anhyd/p-ephed
exall,guaifenesin/carbetapentane cit,guaifenesin/carbetapentane cit
cheratussin ac,guaifenesin/codeine phosphate,guaifenesin/codeine phosphate
dex-tuss,guaifenesin/codeine phosphate,guaifenesin/codeine phosphate
gani-tuss nr,guaifenesin/codeine phosphate,guaifenesin/codeine phosphate
guaifenesin-codeine,guaifenesin/codeine phosphate,guaifenesin/codeine phosphate
guaifenesin ac,guaifenesin/codeine phosphate,guaifenesin/codeine phosphate
iophen-c nr,guaifenesin/codeine phosphate,guaifenesin/codeine phosphate
m-clear wc,guaifenesin/codeine phosphate,guaifenesin/codeine phosphate
relcof c,guaifenesin/codeine phosphate,guaifenesin/codeine phosphate
robafen ac,guaifenesin/codeine phosphate,guaifenesin/codeine phosphate
z-tuss dm,guaifenesin/d-methorphan hb/pe,guaifenesin/d-methorphan hb/pe
gani-tuss-dm nr,guaifenesin/dextromethorphan,guaifenesin/dextromethorphan
iophen dm-nr,guaifenesin/dextromethorphan,guaifenesin/dextromethorphan
60pse-400gfn-20dm,guaifenesin/dm/pseudoephedrine,guaifenesin/dm/pseudoephedrine
difil-g 400,guaifenesin/dyphylline,guaifenesin/dyphylline
dilex-g 200,guaifenesin/dyphylline,guaifenesin/dyphylline
dyphylline gg,guaifenesin/dyphylline,guaifenesin/dyphylline
gilphex tr,guaifenesin/phenylephrine hcl,guaifenesin/phenylephrine hydrochloride
halac,halobetasol/ammonium lactate,halobetasol/ammonium lactate
halonate,halobetasol/ammonium lactate,halobetasol/ammonium lactate
halonate pac,halobetasol/ammonium lactate,halobetasol/ammonium lactate
ultravate pac,halobetasol/ammonium lactate,halobetasol/ammonium lactate
ultravate x,halobetasol/lactic acid,halobetasol/lactic acid
pediarix,hep b vaccine/dp(a)t-polio/pf,hep b vaccine/dp(a)t-polio
comvax,hep b vaccine/hib conj-meng/pf,hep b vaccine/hib conj-meng
heparin sodium-d5w,"heparin sodium,porcine/d5w","heparin sodium,porcine/d5w"
hepagam b,hepatitis b immun glob/maltose,hepatitis b immun glob/maltose
hydrocodone-homatropine mbr,hydrocodone bit/homatrop me-br,hydrocodone bit/homatrop me-br
hydrocodone bt-homatropine mbr,hydrocodone bit/homatrop me-br,hydrocodone bit/homatrop me-br
hydromet,hydrocodone bit/homatrop me-br,hydrocodone bit/homatrop me-br
tussigon,hydrocodone bit/homatrop me-br,hydrocodone bit/homatrop me-br
co-gesic,hydrocodone/acetaminophen,hydrocodone/acetaminophen
hycet,hydrocodone/acetaminophen,hydrocodone/acetaminophen
hydrocodone-acetaminophen,hydrocodone/acetaminophen,hydrocodone/acetaminophen
hydrogesic,hydrocodone/acetaminophen,hydrocodone/acetaminophen
lorcet 10-650,hydrocodone/acetaminophen,hydrocodone/acetaminophen
lorcet plus,hydrocodone/acetaminophen,hydrocodone/acetaminophen
lortab,hydrocodone/acetaminophen,hydrocodone/acetaminophen
margesic h,hydrocodone/acetaminophen,hydrocodone/acetaminophen
maxidone,hydrocodone/acetaminophen,hydrocodone/acetaminophen
norco,hydrocodone/acetaminophen,hydrocodone/acetaminophen
polygesic,hydrocodone/acetaminophen,hydrocodone/acetaminophen
stagesic,hydrocodone/acetaminophen,hydrocodone/acetaminophen
vicodin,hydrocodone/acetaminophen,hydrocodone/acetaminophen
vicodin es,hydrocodone/acetaminophen,hydrocodone/acetaminophen
vicodin hp,hydrocodone/acetaminophen,hydrocodone/acetaminophen
xodol 10-300,hydrocodone/acetaminophen,hydrocodone/acetaminophen
xodol 5-300,hydrocodone/acetaminophen,hydrocodone/acetaminophen
xodol 7.5-300,hydrocodone/acetaminophen,hydrocodone/acetaminophen
zamicet,hydrocodone/acetaminophen,hydrocodone/acetaminophen
zolvit,hydrocodone/acetaminophen,hydrocodone/acetaminophen
zydone,hydrocodone/acetaminophen,hydrocodone/acetaminophen
hydrocodone-chlorpheniramne er,hydrocodone/chlorphen p-stirex,hydrocodone/chlorphen p-stirex
tussicaps,hydrocodone/chlorphen p-stirex,hydrocodone/chlorphen p-stirex
tussionex,hydrocodone/chlorphen p-stirex,hydrocodone/chlorphen p-stirex
vituz,hydrocodone/chlorpheniramine,hydrocodone/chlorpheniramine
zutripro,hydrocodone/cpm/pseudoephed,hydrocodone/cpm/pseudoephed
hydrocodone-ibuprofen,hydrocodone/ibuprofen,hydrocodone/ibuprofen
hydrocodone bit-ibuprofen,hydrocodone/ibuprofen,hydrocodone/ibuprofen
ibudone,hydrocodone/ibuprofen,hydrocodone/ibuprofen
reprexain,hydrocodone/ibuprofen,hydrocodone/ibuprofen
vicoprofen,hydrocodone/ibuprofen,hydrocodone/ibuprofen
xylon 10,hydrocodone/ibuprofen,hydrocodone/ibuprofen
carmol hc,hydrocortisone acetate/urea,hydrocortisone acetate/urea
u-cort,hydrocortisone acetate/urea,hydrocortisone acetate/urea
locoid lipocream,hydrocortisone butyrate/emoll,hydrocortisone butyrate/emoll
pediaderm hc,hydrocortisone/emol no.45,hydrocortisone/emol no.45
ana-lex,hydrocortisone/lidocaine/aloe,hydrocortisone/lidocaine/aloe
lidocaine-hydrocortisone,hydrocortisone/lidocaine/aloe,hydrocortisone/lidocaine/aloe
analpram hc,hydrocortisone/pramoxine,hydrocortisone/pramoxine
epifoam,hydrocortisone/pramoxine,hydrocortisone/pramoxine
pramcort,hydrocortisone/pramoxine,hydrocortisone/pramoxine
pramosone,hydrocortisone/pramoxine,hydrocortisone/pramoxine
proctofoam-hc,hydrocortisone/pramoxine,hydrocortisone/pramoxine
dermasorb hc,hydrocortisone/skin clnsr #35,hydrocortisone/skin clnsr #35
gastrinex nf,hyoscyamine sulfate/phenyltolx,hyoscyamine sulfate/phenyltolx
atrapro dermal spray,hypoc acid/sod hypo/nacl/water,hypoc acid/sod hypo/nacl/water
duexis,ibuprofen/famotidine,ibuprofen/famotidine
oxycodone hcl-ibuprofen,ibuprofen/oxycodone hcl,ibuprofen/oxycodone hydrochloride
hyqvia,"igg/hyaluronidase,recombinant","igg/hyaluronidase,recombinant"
imipenem-cilastatin sodium,imipenem/cilastatin sodium,imipenem/cilastatin sodium
primaxin,imipenem/cilastatin sodium,imipenem/cilastatin sodium
primaxin i.m.,imipenem/cilastatin sodium,imipenem/cilastatin sodium
flebogamma dif,imm glob g (igg)/sorb/iga 0-50,imm glob g (igg)/sorb/iga 0-50
bivigam,immun glob g (igg)/gly/iga 50+,immun glob g (igg)/gly/iga 50+
gammagard liquid,immun glob g (igg)/gly/iga 50+,immun glob g (igg)/gly/iga 50+
gammaked,immun glob g (igg)/gly/iga 50+,immun glob g (igg)/gly/iga 50+
gamunex,immun glob g (igg)/gly/iga 50+,immun glob g (igg)/gly/iga 50+
gamunex-c,immun glob g (igg)/gly/iga 50+,immun glob g (igg)/gly/iga 50+
octagam,immun glob g(igg)/malt/iga 50+,immun glob g(igg)/malt/iga 50+
hizentra,immun glob g(igg)/pro/iga 0-50,immun glob g(igg)/pro/iga 0-50
privigen,immun glob g(igg)/pro/iga 0-50,immun glob g(igg)/pro/iga 0-50
flebogamma dif,immun glob g(igg)/sorb/iga 50+,immun glob g(igg)/sorb/iga 50+
carimune nf nanofiltered,immun glob g(igg)/sucr/iga 50+,immun glob g(igg)/sucr/iga 50+
gammagard s-d,immun glob g/gly/gluc/iga 0-50,immun glob g/gly/gluc/iga 0-50
gammaplex,immun glob g/sorb/gly/iga 0-50,immun glob g/sorb/gly/iga 0-50
gamastan s-d,immune globul g (igg)/glycine,immune globul g (igg)/glycine
humalog mix 50-50,insulin lispro protamin/lispro,insulin lispro protamin/lispro
humalog mix 50-50 kwikpen,insulin lispro protamin/lispro,insulin lispro protamin/lispro
humalog mix 75-25,insulin lispro protamin/lispro,insulin lispro protamin/lispro
humalog mix 75-25 kwikpen,insulin lispro protamin/lispro,insulin lispro protamin/lispro
humulin 50-50,insulin nph hum/reg insulin hm,insulin nph hum/reg insulin hm
humulin 70-30,insulin nph hum/reg insulin hm,insulin nph hum/reg insulin hm
humulin 70/30 kwikpen,insulin nph hum/reg insulin hm,insulin nph hum/reg insulin hm
novolin 70-30,insulin nph hum/reg insulin hm,insulin nph hum/reg insulin hm
novolin 70-30 innolet,insulin nph hum/reg insulin hm,insulin nph hum/reg insulin hm
avonex administration pack,interferon beta-1a/albumin,interferon beta-1a/albumin
rebif,interferon beta-1a/albumin,interferon beta-1a/albumin
rebif rebidose,interferon beta-1a/albumin,interferon beta-1a/albumin
aloquin,iodoquinol/aloe polysacchar #1,iodoquinol/aloe polysacchar #1
combivent,ipratropium/albuterol sulfate,ipratropium/albuterol sulfate
combivent respimat,ipratropium/albuterol sulfate,ipratropium/albuterol sulfate
duoneb,ipratropium/albuterol sulfate,ipratropium/albuterol sulfate
ipratropium-albuterol,ipratropium/albuterol sulfate,ipratropium/albuterol sulfate
avalide,irbesartan/hydrochlorothiazide,irbesartan/hydrochlorothiazide
irbesartan-hydrochlorothiazide,irbesartan/hydrochlorothiazide,irbesartan/hydrochlorothiazide
corvite fe,"iron &iron asp gly/fa/mv,min27","iron &iron asp gly/fa/mv,min27"
ferrex 28,iron ag&fum/c/fa/mv cmb11/ca-t,iron ag&fum/c/fa/mv cmb11/ca-t
se-vate 21-7,iron ag&fum/c/fa/mv cmb11/ca-t,iron ag&fum/c/fa/mv cmb11/ca-t
multigen,iron ag/c/b12/ca/suc.acid/stom,iron ag/c/b12/ca/suc.acid/stom
ferrex 150 forte plus,iron aspgly&ps/c/b12/fa/ca/suc,iron aspgly&ps/c/b12/fa/ca/suc
multigen folic,iron aspgly/c/b12/fa/ca-th/suc,iron aspgly/c/b12/fa/ca-th/suc
maxaron forte,"iron bg,ps/vitc/b12/fa/calcium","iron bg,ps/vitc/b12/fa/calcium"
taron forte,"iron bg,ps/vitc/b12/fa/calcium","iron bg,ps/vitc/b12/fa/calcium"
irospan,iron bisgly & ps/fa/b&c#12/suc,iron bisgly & ps/fa/b&c#12/suc
ferralet 90,"iron carb,gl/fa/b12/c/docusate","iron carb,gl/fa/b12/c/docusate"
natalvirt flt,"iron carb,gl/fa/b12/c/docusate","iron carb,gl/fa/b12/c/docusate"
multigen plus,iron fum & ag/c/b12/fa/ca/succ,iron fum & ag/c/b12/fa/ca/succ
folivane-f,iron fum & ps cmp/fa/vit c/b3,iron fum & ps cmp/fa/vit c/b3
integra f,iron fum & ps cmp/fa/vit c/b3,iron fum & ps cmp/fa/vit c/b3
dualvit plus,iron fum&polysac#1/fa/mv no.18,iron fum&polysac#1/fa/mv no.18
purevit dualfe plus,iron fum&polysac#1/fa/mv no.18,iron fum&polysac#1/fa/mv no.18
se-tan plus,iron fum&polysac#1/fa/mv no.18,iron fum&polysac#1/fa/mv no.18
tandem plus,iron fum&polysac#1/fa/mv no.18,iron fum&polysac#1/fa/mv no.18
folivane-plus,"iron fum,ps/fa/vit b with c #9","iron fum,ps/fa/vit b with c #9"
integra plus,"iron fum,ps/fa/vit b with c #9","iron fum,ps/fa/vit b with c #9"
ferrogels forte,iron fumarate/vit c/vit b12/fa,iron fumarate/vit c/vit b12/fa
hematogen fa,iron fumarate/vit c/vit b12/fa,iron fumarate/vit c/vit b12/fa
hematogen forte,iron fumarate/vit c/vit b12/fa,iron fumarate/vit c/vit b12/fa
trigels-f forte,iron fumarate/vit c/vit b12/fa,iron fumarate/vit c/vit b12/fa
maxaron forte,"iron gly,fum/c/b12/me-thfolate","iron gly,fum/c/b12/me-thfolate"
proferrin-forte,iron heme polypeptide/folic ac,iron heme polypeptide/folic ac
bifera rx,iron polysac/iron heme/fa/b12,iron polysac/iron heme/fa/b12
hemetab,iron polysac/iron heme/fa/b12,iron polysac/iron heme/fa/b12
novaferrum,iron ps cmplx/folic acid/vit c,iron ps cmplx/folic acid/vit c
ferrex 150 forte,iron ps cmplx/vit b12/fa,iron ps cmplx/vit b12/fa
iferex 150 forte,iron ps cmplx/vit b12/fa,iron ps cmplx/vit b12/fa
poly-iron 150 forte,iron ps cmplx/vit b12/fa,iron ps cmplx/vit b12/fa
corvita 150,"iron, carbonyl/fa/c/b-6/b12/zn","iron, carbonyl/fa/c/b-6/b12/zn"
corvite 150,"iron, carbonyl/fa/c/b-6/b12/zn","iron, carbonyl/fa/c/b-6/b12/zn"
hematron-af,"iron,carb/dss/b12if/fa/mv-mn","iron,carb/dss/b12if/fa/mv-mn"
hemax,"iron,carb/dss/b12if/fa/mv-mn","iron,carb/dss/b12if/fa/mv-mn"
tl-hem 150,"iron,carb/dss/b12if/fa/mv-mn","iron,carb/dss/b12if/fa/mv-mn"
corvite fe,"iron,carb/fa#6/mv, min no.40","iron,carb/fa#6/mv, min no.40"
corvite 150,"iron,carb/fa#6/mv, min no.41","iron,carb/fa#6/mv, min no.41"
elite-ob,"iron,carbonyl/fa/multivit-min","iron,carbonyl/fa/multivit-min"
ob complete,"iron,carbonyl/fa/multivit-min","iron,carbonyl/fa/multivit-min"
fe c plus,"iron,carbonyl/vit c/vit b12/fa","iron,carbonyl/vit c/vit b12/fa"
icar-c plus,"iron,carbonyl/vit c/vit b12/fa","iron,carbonyl/vit c/vit b12/fa"
icar-c plus sr,"iron,carbonyl/vit c/vit b12/fa","iron,carbonyl/vit c/vit b12/fa"
fusion plus,"iron,fum&ps/fa/vit b&c#18/l.ca","iron,fum&ps/fa/vit b&c#18/l.ca"
ferraplus 90,iron/fa/b12/c/docusate sodium,iron/fa/b12/c/docusate sodium
ferrocite plus,"iron/fa/vit bcomp,c/minerals","iron/fa/vit bcomp,c/minerals"
hematinic plus,"iron/fa/vit bcomp,c/minerals","iron/fa/vit bcomp,c/minerals"
siderol,"iron/liver ext/vit bcomp,c/min","iron/liver ext/vit bcomp,c/min"
bidil,isosorb dinit/hydralazine hcl,isosorb dinit/hydralazine hydrochloride
ketodan,ketoconazole/skin cleanser #28,ketoconazole/skin cleanser #28
amethia,l-norgest/e.estradion-e.estrad,l-norgest/e.estradion-e.estrad
amethia lo,l-norgest/e.estradion-e.estrad,l-norgest/e.estradion-e.estrad
ashlyna,l-norgest/e.estradion-e.estrad,l-norgest/e.estradion-e.estrad
camrese,l-norgest/e.estradion-e.estrad,l-norgest/e.estradion-e.estrad
camrese lo,l-norgest/e.estradion-e.estrad,l-norgest/e.estradion-e.estrad
daysee,l-norgest/e.estradion-e.estrad,l-norgest/e.estradion-e.estrad
levonorg-eth estrad eth estrad,l-norgest/e.estradion-e.estrad,l-norgest/e.estradion-e.estrad
loseasonique,l-norgest/e.estradion-e.estrad,l-norgest/e.estradion-e.estrad
quartette,l-norgest/e.estradion-e.estrad,l-norgest/e.estradion-e.estrad
seasonique,l-norgest/e.estradion-e.estrad,l-norgest/e.estradion-e.estrad
rezyst im,l.acidophilus/b.bifidum&longum,l.acidophilus/b.bifidum&longum
combivir,lamivudine/zidovudine,lamivudine/zidovudine
lamivudine-zidovudine,lamivudine/zidovudine,lamivudine/zidovudine
lansoprazol-amoxicil-clarithro,lansoprazole/amoxiciln/clarith,lansoprazole/amoxiciln/clarith
prevpac,lansoprazole/amoxiciln/clarith,lansoprazole/amoxiciln/clarith
harvoni,ledipasvir/sofosbuvir,ledipasvir/sofosbuvir
lupaneta pack,leuprolide/norethindrone acet,leuprolide/norethindrone acet
levaquin,levofloxacin/d5w,levofloxacin/d5w
levofloxacin-d5w,levofloxacin/d5w,levofloxacin/d5w
deplin-algal oil,levomefolate/algal oil,levomefolate/algal oil
l-methylfolate forte,levomefolate/algal oil,levomefolate/algal oil
foltanx rf,levomefolate/b6/b12/algal oil,levomefolate/b6/b12/algal oil
metanx,levomefolate/b6/b12/algal oil,levomefolate/b6/b12/algal oil
lidocaine hcl-epinephrine,lidocaine hcl/epinephrine,lidocaine hydrochloride/epinephrine
xylocaine with epinephrine,lidocaine hcl/epinephrine,lidocaine hydrochloride/epinephrine
xylocaine-mpf with epinephrine,lidocaine hcl/epinephrine/pf,lidocaine hydrochloride/epinephrine
advanced dna medicated collect,lidocaine hcl/glycerin,lidocaine hydrochloride/glycerin
elenzapatch,lidocaine hcl/menthol,lidocaine hydrochloride/menthol
reciphexamine,lidocaine hcl/menthol,lidocaine hydrochloride/menthol
anamantle hc,lidocaine/hydrocortisone ac,lidocaine/hydrocortisone ac
lidamantle hc,lidocaine/hydrocortisone ac,lidocaine/hydrocortisone ac
lidazone hc,lidocaine/hydrocortisone ac,lidocaine/hydrocortisone ac
lidocaine-hc,lidocaine/hydrocortisone ac,lidocaine/hydrocortisone ac
lidocaine-hydrocortisone,lidocaine/hydrocortisone ac,lidocaine/hydrocortisone ac
emla,lidocaine/prilocaine,lidocaine/prilocaine
lidocaine-prilocaine,lidocaine/prilocaine,lidocaine/prilocaine
livixil pak,lidocaine/prilocaine,lidocaine/prilocaine
relador pak,lidocaine/prilocaine,lidocaine/prilocaine
synera,lidocaine/tetracaine,lidocaine/tetracaine
jentadueto,linagliptin/metformin hcl,linagliptin/metformin hydrochloride
creon,lipase/protease/amylase,lipase/protease/amylase
pancreaze,lipase/protease/amylase,lipase/protease/amylase
"pancrelipase 5,000",lipase/protease/amylase,lipase/protease/amylase
pertzye,lipase/protease/amylase,lipase/protease/amylase
ultresa,lipase/protease/amylase,lipase/protease/amylase
viokace,lipase/protease/amylase,lipase/protease/amylase
zenpep,lipase/protease/amylase,lipase/protease/amylase
lisinopril-hctz,lisinopril/hydrochlorothiazide,lisinopril/hydrochlorothiazide
lisinopril-hydrochlorothiazide,lisinopril/hydrochlorothiazide,lisinopril/hydrochlorothiazide
prinzide,lisinopril/hydrochlorothiazide,lisinopril/hydrochlorothiazide
zestoretic,lisinopril/hydrochlorothiazide,lisinopril/hydrochlorothiazide
cerefolin nac,lmfol ca/acetyl/mb12/algal oil,lmfol ca/acetyl/mb12/algal oil
metafolbic plus rf,lmfol ca/acetyl/mb12/algal oil,lmfol ca/acetyl/mb12/algal oil
kaletra,lopinavir/ritonavir,lopinavir/ritonavir
hyzaar,losartan/hydrochlorothiazide,losartan/hydrochlorothiazide
losartan-hydrochlorothiazide,losartan/hydrochlorothiazide,losartan/hydrochlorothiazide
orkambi,lumacaftor/ivacaftor,lumacaftor/ivacaftor
lysiplex plus,"lysine/vit e/fa/vit bcomp,c/zn","lysine/vit e/fa/vit bcomp,c/zn"
nicomide,m-tetrahyrofolate/niacin/cu/zn,m-tetrahyrofolate/niacin/cu/zn
magnesium sulfate-d5w,magnesium sulfate/d5w,magnesium sulfate/d5w
duleek-met new,mecobal/levomefolat ca/b6 phos,mecobal/levomefolat ca/b6 phos
foltanx,mecobal/levomefolat ca/b6 phos,mecobal/levomefolat ca/b6 phos
