level5_code,level5,kegg,level1_code,level1,level2_code,level2,level3_code,level3,level4_code,level4
D01AE14,Ciclopirox [DG:DG00374],D01364  Ciclopirox olamine (JAN/USP),D,dermatologicals,D01,antifungals for dermatological use,D01A,antifungals for topical use,D01AE,other antifungals for topical use
D01AE15,Terbinafine [DG:DG00375],NA,D,dermatologicals,D01,antifungals for dermatological use,D01A,antifungals for topical use,D01AE,other antifungals for topical use
D01AE15,Terbinafine [DG:DG00375],D02375  Terbinafine (USAN/INN),D,dermatologicals,D01,antifungals for dermatological use,D01A,antifungals for topical use,D01AE,other antifungals for topical use
D01AE15,Terbinafine [DG:DG00375],D02219  Terbinafine hydrochloride (JP17/USP),D,dermatologicals,D01,antifungals for dermatological use,D01A,antifungals for topical use,D01AE,other antifungals for topical use
D01AE16,Amorolfine [DG:DG00376],NA,D,dermatologicals,D01,antifungals for dermatological use,D01A,antifungals for topical use,D01AE,other antifungals for topical use
D01AE16,Amorolfine [DG:DG00376],D02923  Amorolfine (USAN/INN),D,dermatologicals,D01,antifungals for dermatological use,D01A,antifungals for topical use,D01AE,other antifungals for topical use
D01AE16,Amorolfine [DG:DG00376],D01720  Amorolfine hydrochloride (JAN),D,dermatologicals,D01,antifungals for dermatological use,D01A,antifungals for topical use,D01AE,other antifungals for topical use
D01AE17,Dimazole,NA,D,dermatologicals,D01,antifungals for dermatological use,D01A,antifungals for topical use,D01AE,other antifungals for topical use
D01AE17,Dimazole,D01702  Dimazole dihydrochloride (JAN),D,dermatologicals,D01,antifungals for dermatological use,D01A,antifungals for topical use,D01AE,other antifungals for topical use
D01AE18,Tolnaftate,NA,D,dermatologicals,D01,antifungals for dermatological use,D01A,antifungals for topical use,D01AE,other antifungals for topical use
D01AE18,Tolnaftate,D00381  Tolnaftate (JP17/USP/INN),D,dermatologicals,D01,antifungals for dermatological use,D01A,antifungals for topical use,D01AE,other antifungals for topical use
D01AE19,Tolciclate,NA,D,dermatologicals,D01,antifungals for dermatological use,D01A,antifungals for topical use,D01AE,other antifungals for topical use
D01AE19,Tolciclate,D01384  Tolciclate (JAN/USAN/INN),D,dermatologicals,D01,antifungals for dermatological use,D01A,antifungals for topical use,D01AE,other antifungals for topical use
D01AE20,Combinations,NA,D,dermatologicals,D01,antifungals for dermatological use,D01A,antifungals for topical use,D01AE,other antifungals for topical use
D01AE21,Flucytosine,NA,D,dermatologicals,D01,antifungals for dermatological use,D01A,antifungals for topical use,D01AE,other antifungals for topical use
D01AE21,Flucytosine,D00323  Flucytosine (JP17/USP/INN),D,dermatologicals,D01,antifungals for dermatological use,D01A,antifungals for topical use,D01AE,other antifungals for topical use
D01AE22,Naftifine [DG:DG00377],NA,D,dermatologicals,D01,antifungals for dermatological use,D01A,antifungals for topical use,D01AE,other antifungals for topical use
D01AE22,Naftifine [DG:DG00377],D08245  Naftifine (INN),D,dermatologicals,D01,antifungals for dermatological use,D01A,antifungals for topical use,D01AE,other antifungals for topical use
D01AE22,Naftifine [DG:DG00377],D00883  Naftifine hydrochloride (USP),D,dermatologicals,D01,antifungals for dermatological use,D01A,antifungals for topical use,D01AE,other antifungals for topical use
D01AE23,Butenafine [DG:DG00378],NA,D,dermatologicals,D01,antifungals for dermatological use,D01A,antifungals for topical use,D01AE,other antifungals for topical use
D01AE23,Butenafine [DG:DG00378],D07596  Butenafine (INN),D,dermatologicals,D01,antifungals for dermatological use,D01A,antifungals for topical use,D01AE,other antifungals for topical use
D01AE23,Butenafine [DG:DG00378],D01093  Butenafine hydrochloride (JP17/USAN),D,dermatologicals,D01,antifungals for dermatological use,D01A,antifungals for topical use,D01AE,other antifungals for topical use
D01AE54,"Undecylenic acid, combinations",NA,D,dermatologicals,D01,antifungals for dermatological use,D01A,antifungals for topical use,D01AE,other antifungals for topical use
D01BA01,Griseofulvin,NA,D,dermatologicals,D01,antifungals for dermatological use,D01B,antifungals for systemic use,D01BA,antifungals for systemic use
D01BA01,Griseofulvin,D00209  Griseofulvin (JAN/USP/INN),D,dermatologicals,D01,antifungals for dermatological use,D01B,antifungals for systemic use,D01BA,antifungals for systemic use
D01BA02,Terbinafine [DG:DG00375],NA,D,dermatologicals,D01,antifungals for dermatological use,D01B,antifungals for systemic use,D01BA,antifungals for systemic use
D01BA02,Terbinafine [DG:DG00375],D02375  Terbinafine (USAN/INN),D,dermatologicals,D01,antifungals for dermatological use,D01B,antifungals for systemic use,D01BA,antifungals for systemic use
D01BA02,Terbinafine [DG:DG00375],D02219  Terbinafine hydrochloride (JP17/USP),D,dermatologicals,D01,antifungals for dermatological use,D01B,antifungals for systemic use,D01BA,antifungals for systemic use
D02AE01,Carbamide [DG:DG00183],NA,D,dermatologicals,D02,emollients and protectives,D02A,emollients and protectives,D02AE,carbamide products
D02AE01,Carbamide [DG:DG00183],D00023  Urea (JP17/USP),D,dermatologicals,D02,emollients and protectives,D02A,emollients and protectives,D02AE,carbamide products
D02AE01,Carbamide [DG:DG00183],D03383  Carbamide peroxide (USP),D,dermatologicals,D02,emollients and protectives,D02A,emollients and protectives,D02AE,carbamide products
D02AE51,"Carbamide, combinations",NA,D,dermatologicals,D02,emollients and protectives,D02A,emollients and protectives,D02AE,carbamide products
D02BA01,Aminobenzoic acid [DG:DG00379],NA,D,dermatologicals,D02,emollients and protectives,D02B,protectives against uv-radiation,D02BA,protectives against uv-radiation for topical use
D02BA01,Aminobenzoic acid [DG:DG00379],D02456  Aminobenzoic acid (USP),D,dermatologicals,D02,emollients and protectives,D02B,protectives against uv-radiation,D02BA,protectives against uv-radiation for topical use
D02BA01,Aminobenzoic acid [DG:DG00379],D00552  Benzocaine (USP/INN),D,dermatologicals,D02,emollients and protectives,D02B,protectives against uv-radiation,D02BA,protectives against uv-radiation for topical use
D02BA01,Aminobenzoic acid [DG:DG00379],D02906  Aminobenzoate potassium (USP),D,dermatologicals,D02,emollients and protectives,D02B,protectives against uv-radiation,D02BA,protectives against uv-radiation for topical use
D02BA01,Aminobenzoic acid [DG:DG00379],D02907  Aminobenzoate sodium (USP),D,dermatologicals,D02,emollients and protectives,D02B,protectives against uv-radiation,D02BA,protectives against uv-radiation for topical use
D02BA02,Octinoxate,NA,D,dermatologicals,D02,emollients and protectives,D02B,protectives against uv-radiation,D02BA,protectives against uv-radiation for topical use
D02BA02,Octinoxate,D05225  Octinoxate (USP/INN),D,dermatologicals,D02,emollients and protectives,D02B,protectives against uv-radiation,D02BA,protectives against uv-radiation for topical use
D02BB01,Betacarotene,NA,D,dermatologicals,D02,emollients and protectives,D02B,protectives against uv-radiation,D02BB,protectives against uv-radiation for systemic use
D02BB01,Betacarotene,D03101  beta Carotene (USP),D,dermatologicals,D02,emollients and protectives,D02B,protectives against uv-radiation,D02BB,protectives against uv-radiation for systemic use
D02BB02,Afamelanotide,NA,D,dermatologicals,D02,emollients and protectives,D02B,protectives against uv-radiation,D02BB,protectives against uv-radiation for systemic use
D02BB02,Afamelanotide,D10511  Afamelanotide (INN),D,dermatologicals,D02,emollients and protectives,D02B,protectives against uv-radiation,D02BB,protectives against uv-radiation for systemic use
D03AX01,Cadexomer iodine,NA,D,dermatologicals,D03,preparations for treatment of wounds and ulcers,D03A,cicatrizants,D03AX,other cicatrizants
D03AX01,Cadexomer iodine,D03283  Cadexomer iodine (USAN),D,dermatologicals,D03,preparations for treatment of wounds and ulcers,D03A,cicatrizants,D03AX,other cicatrizants
D03AX02,Dextranomer,NA,D,dermatologicals,D03,preparations for treatment of wounds and ulcers,D03A,cicatrizants,D03AX,other cicatrizants
D03AX02,Dextranomer,D07120  Dextranomer (INN),D,dermatologicals,D03,preparations for treatment of wounds and ulcers,D03A,cicatrizants,D03AX,other cicatrizants
D03AX03,Dexpanthenol,NA,D,dermatologicals,D03,preparations for treatment of wounds and ulcers,D03A,cicatrizants,D03AX,other cicatrizants
D03AX03,Dexpanthenol,D00193  Dexpanthenol (USP/INN),D,dermatologicals,D03,preparations for treatment of wounds and ulcers,D03A,cicatrizants,D03AX,other cicatrizants
D03AX04,Calcium pantothenate [DG:DG00133],NA,D,dermatologicals,D03,preparations for treatment of wounds and ulcers,D03A,cicatrizants,D03AX,other cicatrizants
D03AX04,Calcium pantothenate [DG:DG00133],D01082  Calcium pantothenate (JP17/USP/INN),D,dermatologicals,D03,preparations for treatment of wounds and ulcers,D03A,cicatrizants,D03AX,other cicatrizants
D03AX04,Calcium pantothenate [DG:DG00133],"D03300  Calcium pantothenate, racemic (USP)",D,dermatologicals,D03,preparations for treatment of wounds and ulcers,D03A,cicatrizants,D03AX,other cicatrizants
D03AX05,Hyaluronic acid [DG:DG00380],NA,D,dermatologicals,D03,preparations for treatment of wounds and ulcers,D03A,cicatrizants,D03AX,other cicatrizants
D03AX05,Hyaluronic acid [DG:DG00380],D08043  Hyaluronic acid (BAN),D,dermatologicals,D03,preparations for treatment of wounds and ulcers,D03A,cicatrizants,D03AX,other cicatrizants
D03AX05,Hyaluronic acid [DG:DG00380],D03354  Hyaluronate sodium (USAN),D,dermatologicals,D03,preparations for treatment of wounds and ulcers,D03A,cicatrizants,D03AX,other cicatrizants
D03AX06,Becaplermin,NA,D,dermatologicals,D03,preparations for treatment of wounds and ulcers,D03A,cicatrizants,D03AX,other cicatrizants
D03AX06,Becaplermin,D03065  Becaplermin (USAN/INN),D,dermatologicals,D03,preparations for treatment of wounds and ulcers,D03A,cicatrizants,D03AX,other cicatrizants
D03AX09,Crilanomer,NA,D,dermatologicals,D03,preparations for treatment of wounds and ulcers,D03A,cicatrizants,D03AX,other cicatrizants
D03AX09,Crilanomer,D07429  Crilanomer (INN),D,dermatologicals,D03,preparations for treatment of wounds and ulcers,D03A,cicatrizants,D03AX,other cicatrizants
D03AX10,Enoxolone,NA,D,dermatologicals,D03,preparations for treatment of wounds and ulcers,D03A,cicatrizants,D03AX,other cicatrizants
D03AX10,Enoxolone,D00156  Glycyrrhetinic acid (JAN),D,dermatologicals,D03,preparations for treatment of wounds and ulcers,D03A,cicatrizants,D03AX,other cicatrizants
D03AX11,Sodium chlorite,NA,D,dermatologicals,D03,preparations for treatment of wounds and ulcers,D03A,cicatrizants,D03AX,other cicatrizants
D03AX11,Sodium chlorite,C19523  Sodium chlorite,D,dermatologicals,D03,preparations for treatment of wounds and ulcers,D03A,cicatrizants,D03AX,other cicatrizants
D03AX12,Trolamine,NA,D,dermatologicals,D03,preparations for treatment of wounds and ulcers,D03A,cicatrizants,D03AX,other cicatrizants
D03AX12,Trolamine,D00215  Trolamine (NF),D,dermatologicals,D03,preparations for treatment of wounds and ulcers,D03A,cicatrizants,D03AX,other cicatrizants
D03AX12,Trolamine,D08501  Trolamine salicylate (USP),D,dermatologicals,D03,preparations for treatment of wounds and ulcers,D03A,cicatrizants,D03AX,other cicatrizants
D03AX13,Betulae cortex,NA,D,dermatologicals,D03,preparations for treatment of wounds and ulcers,D03A,cicatrizants,D03AX,other cicatrizants
D03BA01,Trypsin,NA,D,dermatologicals,D03,preparations for treatment of wounds and ulcers,D03B,enzymes,D03BA,proteolytic enzymes
D03BA01,Trypsin,"D00056  Trypsin, crystallized (USP)",D,dermatologicals,D03,preparations for treatment of wounds and ulcers,D03B,enzymes,D03BA,proteolytic enzymes
D03BA02,Collagenase,NA,D,dermatologicals,D03,preparations for treatment of wounds and ulcers,D03B,enzymes,D03BA,proteolytic enzymes
D03BA02,Collagenase,C00816  Collagenase,D,dermatologicals,D03,preparations for treatment of wounds and ulcers,D03B,enzymes,D03BA,proteolytic enzymes
D03BA03,Bromelains,NA,D,dermatologicals,D03,preparations for treatment of wounds and ulcers,D03B,enzymes,D03BA,proteolytic enzymes
D03BA03,Bromelains,D03162  Bromelains (USAN/INN),D,dermatologicals,D03,preparations for treatment of wounds and ulcers,D03B,enzymes,D03BA,proteolytic enzymes
D03BA52,"Collagenase, combinations",NA,D,dermatologicals,D03,preparations for treatment of wounds and ulcers,D03B,enzymes,D03BA,proteolytic enzymes
D04AA01,Thonzylamine [DG:DG00381],NA,D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA01,Thonzylamine [DG:DG00381],D08587  Thonzylamine (INN),D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA01,Thonzylamine [DG:DG00381],D01801  Thonzylamine hydrochloride (JAN/USAN),D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA02,Mepyramine [DG:DG00382],NA,D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA02,Mepyramine [DG:DG00382],D08183  Mepyramine (INN),D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA02,Mepyramine [DG:DG00382],D05660  Pyrilamine maleate (USP),D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA02,Mepyramine [DG:DG00382],D08184  Mepyramine theophyllineacetate,D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA03,Thenalidine,NA,D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA03,Thenalidine,D07194  Thenalidine (INN),D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA04,Tripelennamine [DG:DG00383],NA,D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA04,Tripelennamine [DG:DG00383],D08645  Tripelennamine (INN),D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA04,Tripelennamine [DG:DG00383],D02091  Tripelennamine hydrochloride (USP),D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA04,Tripelennamine [DG:DG00383],D06246  Tripelennamine citrate,D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA09,Chloropyramine [DG:DG00384],NA,D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA09,Chloropyramine [DG:DG00384],D07195  Chloropyramine (INN),D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA09,Chloropyramine [DG:DG00384],D07679  Chloropyramine hydrochloride,D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA10,Promethazine [DG:DG00385],NA,D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA10,Promethazine [DG:DG00385],D00494  Promethazine (JAN/INN),D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA10,Promethazine [DG:DG00385],D00480  Promethazine hydrochloride (JP17/USP),D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA10,Promethazine [DG:DG00385],D01242  Promethazine teoclate (JAN/INN),D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA10,Promethazine [DG:DG00385],D03290  Promethazine methylenedisalicylate (JAN),D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA10,Promethazine [DG:DG00385],D08432  Promethazine maleate,D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA10,Promethazine [DG:DG00385],D08768  Promethazine hibenzate,D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA12,Tolpropamine,NA,D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA12,Tolpropamine,D07196  Tolpropamine (INN),D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA13,Dimetindene [DG:DG00386],NA,D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA13,Dimetindene [DG:DG00386],D07853  Dimetindene (INN),D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA13,Dimetindene [DG:DG00386],D01343  Dimethindene maleate (USAN),D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA14,Clemastine [DG:DG00387],NA,D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA14,Clemastine [DG:DG00387],D03535  Clemastine (USAN),D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA14,Clemastine [DG:DG00387],D00666  Clemastine fumarate (JP17/USP),D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA15,Bamipine [DG:DG00388],NA,D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA15,Bamipine [DG:DG00388],D07197  Bamipine (INN),D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA15,Bamipine [DG:DG00388],D07492  Bamipine dihydrochloride,D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA15,Bamipine [DG:DG00388],D07493  Bamipine lactate,D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA16,Pheniramine,NA,D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA16,Pheniramine,D08355  Pheniramine (INN),D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA16,Pheniramine,D01174  Pheniramine maleate (JAN/USP),D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA22,Isothipendyl [DG:DG00389],NA,D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA22,Isothipendyl [DG:DG00389],D08091  Isothipendyl (INN),D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA22,Isothipendyl [DG:DG00389],D01143  Isothipendyl hydrochloride (JAN),D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA32,Diphenhydramine [DG:DG00390],NA,D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA32,Diphenhydramine [DG:DG00390],D00300  Diphenhydramine (JP17/INN),D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA32,Diphenhydramine [DG:DG00390],D00669  Diphenhydramine hydrochloride (JP17/USP),D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA32,Diphenhydramine [DG:DG00390],D02419  Diphenhydramine salicylate (JAN),D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA32,Diphenhydramine [DG:DG00390],D03285  Diphenhydramine tannate (JP17),D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA32,Diphenhydramine [DG:DG00390],D03360  Diphenhydramine laurylsulfate (JAN),D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA32,Diphenhydramine [DG:DG00390],D03854  Diphenhydramine citrate (USP),D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA33,Diphenhydramine methylbromide,NA,D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA34,Chlorphenoxamine [DG:DG00391],NA,D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA34,Chlorphenoxamine [DG:DG00391],D07198  Chlorphenoxamine (INN),D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AA34,Chlorphenoxamine [DG:DG00391],D07684  Chlorphenoxamine hydrochloride,D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AA,antihistamines for topical use
D04AB01,Lidocaine [DG:DG00196],NA,D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AB,anesthetics for topical use
D04AB01,Lidocaine [DG:DG00196],D00358  Lidocaine (JP17/USP/INN),D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AB,anesthetics for topical use
D04AB01,Lidocaine [DG:DG00196],D02086  Lidocaine hydrochloride (JAN/USP),D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AB,anesthetics for topical use
D04AB01,Lidocaine [DG:DG00196],D08127  Lidocaine hydrochloride monohydrate,D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AB,anesthetics for topical use
D04AB02,Cinchocaine [DG:DG00297],NA,D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AB,anesthetics for topical use
D04AB02,Cinchocaine [DG:DG00297],D00733  Dibucaine (USP),D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AB,anesthetics for topical use
D04AB02,Cinchocaine [DG:DG00297],D02220  Dibucaine hydrochloride (JP17/USP),D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AB,anesthetics for topical use
D04AB03,Oxybuprocaine [DG:DG00392],NA,D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AB,anesthetics for topical use
D04AB03,Oxybuprocaine [DG:DG00392],D08319  Oxybuprocaine (INN),D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AB,anesthetics for topical use
D04AB03,Oxybuprocaine [DG:DG00392],D01768  Benoxinate hydrochloride (USP),D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AB,anesthetics for topical use
D04AB04,Benzocaine,NA,D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AB,anesthetics for topical use
D04AB04,Benzocaine,D00552  Benzocaine (USP/INN),D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AB,anesthetics for topical use
D04AB05,Quinisocaine [DG:DG00393],NA,D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AB,anesthetics for topical use
D04AB05,Quinisocaine [DG:DG00393],D08462  Quinisocaine (INN),D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AB,anesthetics for topical use
D04AB05,Quinisocaine [DG:DG00393],D06661  Dimethisoquin hydrochloride (USAN),D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AB,anesthetics for topical use
D04AB06,Tetracaine [DG:DG00296],NA,D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AB,anesthetics for topical use
