hcpcs_code,hcpcs_description,year,claim_count,total_spending,beneficiary_count,total_annual_spending_per_user,unit_count,average_cost_per_unit,average_beneficiary_cost_share,annual_change_in_average_cost_per_unit
J0745,"Injection, codeine phosphate, per 30 mg",2011,NA,NA,NA,NA,NA,NA,NA,NA
J0745,"Injection, codeine phosphate, per 30 mg",2012,34.0,26.9,32.0,0.840625,37.0,0.727027027,0.23875,NA
J0745,"Injection, codeine phosphate, per 30 mg",2013,14.0,14.07,14.0,1.005,17.0,0.8276470588,0.2357142857,NA
J0745,"Injection, codeine phosphate, per 30 mg",2014,NA,NA,NA,NA,NA,NA,NA,NA
J0745,"Injection, codeine phosphate, per 30 mg",2015,NA,NA,NA,NA,NA,NA,NA,NA
J0760,"Injection, colchicine, per 1mg",2011,170.0,1892.55,60.0,31.5425,288.0,6.5713541667,7.1776666667,NA
J0760,"Injection, colchicine, per 1mg",2012,202.0,2073.02,46.0,45.065652174,316.0,6.5601898734,9.5667391304,NA
J0760,"Injection, colchicine, per 1mg",2013,122.0,1921.82,33.0,58.236969697,290.0,6.6269655172,13.055757576,NA
J0760,"Injection, colchicine, per 1mg",2014,NA,NA,NA,NA,NA,NA,NA,NA
J0760,"Injection, colchicine, per 1mg",2015,NA,NA,NA,NA,NA,NA,NA,NA
J0770,"Injection, colistimethate sodium, up to 150 mg",2011,409.0,17121.13,180.0,95.117388889,1540.0,11.117616883,24.316666667,NA
J0770,"Injection, colistimethate sodium, up to 150 mg",2012,456.0,13879.74,185.0,75.025621622,1280.0,10.843546875,21.681675676,NA
J0770,"Injection, colistimethate sodium, up to 150 mg",2013,541.0,16202.38,218.0,74.322844037,1435.0,11.290857143,25.563623853,NA
J0770,"Injection, colistimethate sodium, up to 150 mg",2014,188.0,3837.71,40.0,95.94275,324.0,11.844783951,37.1225,NA
J0770,"Injection, colistimethate sodium, up to 150 mg",2015,51.0,2329.95,15.0,155.33,174.0,13.390517241,64.542,NA
J0775,"Injection, collagenase, clostridium histolyticum, 0.01 mg",2011,4689.0,14978942.68,3703.0,4045.0830894,400615.0,37.389869775,811.55354577,NA
J0775,"Injection, collagenase, clostridium histolyticum, 0.01 mg",2012,6102.0,19669607.69,4984.0,3946.5504996,526239.0,37.377708019,790.79803371,NA
J0775,"Injection, collagenase, clostridium histolyticum, 0.01 mg",2013,6832.0,21975712.81,5742.0,3827.1878805,584714.0,37.583695294,778.46936782,NA
J0775,"Injection, collagenase, clostridium histolyticum, 0.01 mg",2014,8737.0,28708412.23,6484.0,4427.5774568,762113.0,37.669495508,902.25388186,NA
J0775,"Injection, collagenase, clostridium histolyticum, 0.01 mg",2015,10253.0,34928191.35,7059.0,4948.0367403,930613.0,37.532455865,1008.4484134,-0.003637947
J0780,"Injection, prochlorperazine, up to 10 mg",2011,13478.0,27642.52,5769.0,4.7915617958,14470.0,1.910333103,1.0593603744,NA
J0780,"Injection, prochlorperazine, up to 10 mg",2012,4306.0,7711.53,2283.0,3.3778055191,4826.5,1.5977478504,0.7814936487,NA
J0780,"Injection, prochlorperazine, up to 10 mg",2013,5200.0,20177.92,2394.0,8.4285380117,5571.0,3.6219565608,1.9020802005,NA
J0780,"Injection, prochlorperazine, up to 10 mg",2014,5539.0,37991.48,2489.0,15.263752511,5978.0,6.3552157912,3.3045038168,NA
J0780,"Injection, prochlorperazine, up to 10 mg",2015,3918.0,48585.99,2026.0,23.981238894,4176.0,11.634576149,5.3284452122,NA
J0795,"Injection, corticorelin ovine triflutate, 1 microgram",2011,51.0,21659.5,48.0,451.23958333,4174.0,5.1891471011,96.411458333,NA
J0795,"Injection, corticorelin ovine triflutate, 1 microgram",2012,66.0,6140.63,59.0,104.07847458,1114.0,5.5122351885,23.40440678,NA
J0795,"Injection, corticorelin ovine triflutate, 1 microgram",2013,34.0,17770.37,33.0,538.49606061,2718.0,6.5380316409,109.34484848,NA
J0795,"Injection, corticorelin ovine triflutate, 1 microgram",2014,44.0,30226.61,43.0,702.9444186,4020.0,7.5190572139,145.67604651,NA
J0795,"Injection, corticorelin ovine triflutate, 1 microgram",2015,41.0,25089.18,38.0,660.24157895,3295.0,7.6143186646,134.19578947,NA
J0800,"Injection, corticotropin, up to 40 units",2011,599.0,423377.02,359.0,1179.3231755,791.0,535.24275601,238.29860724,NA
J0800,"Injection, corticotropin, up to 40 units",2012,476.0,301750.97,305.0,989.34744262,605.0,498.76193388,199.60685246,NA
J0800,"Injection, corticotropin, up to 40 units",2013,387.0,47486.43,239.0,198.68799163,448.0,105.99649554,42.747656904,NA
J0800,"Injection, corticotropin, up to 40 units",2014,182.0,45390.91,99.0,458.4940404,210.0,216.14719048,92.565656566,NA
J0800,"Injection, corticotropin, up to 40 units",2015,131.0,103936.09,57.0,1823.4401754,163.0,637.64472393,345.27245614,NA
J0833,"Injection, cosyntropin, not otherwise specified, 0.25 mg",2011,1827.0,157026.33,1719.0,91.347486911,1952.0,80.443816598,19.19716114,NA
J0833,"Injection, cosyntropin, not otherwise specified, 0.25 mg",2012,1630.0,162060.12,1566.0,103.48666667,1706.0,94.994208675,21.207809706,NA
J0833,"Injection, cosyntropin, not otherwise specified, 0.25 mg",2013,1764.0,171191.74,1657.0,103.31426675,1809.0,94.633355445,21.748968014,NA
J0833,"Injection, cosyntropin, not otherwise specified, 0.25 mg",2014,1782.0,172830.39,1671.0,103.42931777,1805.0,95.750908587,21.364320766,NA
J0833,"Injection, cosyntropin, not otherwise specified, 0.25 mg",2015,1811.0,181631.2,1707.0,106.40374927,1857.0,97.808939149,22.126268307,NA
J0834,"Injection, cosyntropin (cortrosyn), 0.25 mg",2011,12594.0,945309.05,11691.0,80.85784364,13443.0,70.319798408,17.451516551,NA
J0834,"Injection, cosyntropin (cortrosyn), 0.25 mg",2012,5296.0,357258.35,4517.0,79.091952623,5347.0,66.814727885,17.134330308,NA
J0834,"Injection, cosyntropin (cortrosyn), 0.25 mg",2013,4666.0,308299.95,4104.0,75.121820175,4718.0,65.345474777,17.259749025,NA
J0834,"Injection, cosyntropin (cortrosyn), 0.25 mg",2014,4546.0,253763.02,3964.0,64.016907164,4592.0,55.261981707,14.954634208,NA
J0834,"Injection, cosyntropin (cortrosyn), 0.25 mg",2015,4421.0,200949.19,3847.0,52.235297635,4474.0,44.914883773,12.142375877,NA
J0840,"Injection, crotalidae polyvalent immune fab (ovine), up to 1 gram",2011,NA,NA,NA,NA,NA,NA,NA,NA
J0840,"Injection, crotalidae polyvalent immune fab (ovine), up to 1 gram",2012,116.0,1514577.76,111.0,13644.844685,700.0,2163.6825143,1246.8417117,NA
J0840,"Injection, crotalidae polyvalent immune fab (ovine), up to 1 gram",2013,115.0,1624216.85,113.0,14373.600442,741.0,2191.9255735,1335.0476991,NA
J0840,"Injection, crotalidae polyvalent immune fab (ovine), up to 1 gram",2014,119.0,1689441.84,114.0,14819.665263,701.0,2410.0454208,1308.9431579,NA
J0840,"Injection, crotalidae polyvalent immune fab (ovine), up to 1 gram",2015,109.0,1781063.96,104.0,17125.615,718.0,2480.5904735,1419.66625,NA
J0850,"Injection, cytomegalovirus immune globulin intravenous (human), per vial",2011,938.0,3425384.02,309.0,11085.385178,3701.0,925.5293218,2085.0753722,NA
J0850,"Injection, cytomegalovirus immune globulin intravenous (human), per vial",2012,837.0,2706182.46,244.0,11090.911721,2788.0,970.65368006,2135.4020492,NA
J0850,"Injection, cytomegalovirus immune globulin intravenous (human), per vial",2013,784.0,2816471.63,226.0,12462.26385,2811.0,1001.9465066,2425.950177,NA
J0850,"Injection, cytomegalovirus immune globulin intravenous (human), per vial",2014,662.0,4263734.6,213.0,20017.533333,4676.0,911.83374679,2276.1942254,NA
J0850,"Injection, cytomegalovirus immune globulin intravenous (human), per vial",2015,716.0,2878256.47,224.0,12849.359241,2814.0,1022.8345665,2511.8186161,NA
J0878,"Injection, daptomycin, 1 mg",2011,116680.0,55564488.29,14842.0,3743.7332091,118933625.6,0.4671890562,749.78764789,NA
J0878,"Injection, daptomycin, 1 mg",2012,134128.0,71449685.82,16137.0,4427.6932404,137945568.0,0.5179556462,886.52874946,NA
J0878,"Injection, daptomycin, 1 mg",2013,130881.0,80129721.34,16391.0,4888.6414093,138225064.9,0.5797047113,990.983386,NA
J0878,"Injection, daptomycin, 1 mg",2014,127509.0,91622885.72,15936.0,5749.4280698,142170864.6,0.6444561337,1168.791432,NA
J0878,"Injection, daptomycin, 1 mg",2015,124572.0,103654393.0,15653.0,6622.014502,143538841.0,0.7221348053,1345.6887338,0.1205336835
J0881,"Injection, darbepoetin alfa, 1 microgram (non-esrd use)",2011,639062.0,410372191.78,108407.0,3785.4768768,134253475.0,3.0566969814,772.85339839,NA
J0881,"Injection, darbepoetin alfa, 1 microgram (non-esrd use)",2012,473175.0,327865624.05,85291.0,3844.082307,100921280.5,3.2487263581,778.46160638,NA
J0881,"Injection, darbepoetin alfa, 1 microgram (non-esrd use)",2013,391498.0,289701941.62,70102.0,4132.5774103,84972180.8,3.4093739727,847.16036789,NA
J0881,"Injection, darbepoetin alfa, 1 microgram (non-esrd use)",2014,350527.0,286785006.82,63295.0,4530.9267212,78480960.1,3.6541985018,930.90126219,NA
J0881,"Injection, darbepoetin alfa, 1 microgram (non-esrd use)",2015,327047.0,294317556.42,58290.0,5049.1946547,74651138.9,3.9425728898,1034.4600027,0.0789159067
J0882,"Injection, darbepoetin alfa, 1 microgram (for esrd on dialysis)",2011,62197.0,29954287.59,9218.0,3249.5430234,13023966.0,2.2999359481,657.57968323,NA
J0882,"Injection, darbepoetin alfa, 1 microgram (for esrd on dialysis)",2012,52610.0,16237676.47,8516.0,1906.725748,9802897.0,1.6564161054,387.34426726,NA
J0882,"Injection, darbepoetin alfa, 1 microgram (for esrd on dialysis)",2013,46051.0,7469886.14,7640.0,977.73378796,8199044.0,0.9110679416,202.83320157,NA
J0882,"Injection, darbepoetin alfa, 1 microgram (for esrd on dialysis)",2014,1777.0,645515.12,1202.0,537.03420965,171489.0,3.7641779939,149.94022463,NA
J0882,"Injection, darbepoetin alfa, 1 microgram (for esrd on dialysis)",2015,1575.0,564575.85,1071.0,527.14831933,142722.0,3.9557731114,107.80386555,NA
J0885,"Injection, epoetin alfa, (for non-esrd use), 1000 units",2011,991279.0,339170306.51,125839.0,2695.2717878,34903943.8,9.7172488144,556.58846439,NA
J0885,"Injection, epoetin alfa, (for non-esrd use), 1000 units",2012,851573.0,295824811.54,113768.0,2600.2462163,30555848.1,9.6814465948,531.88770806,NA
J0885,"Injection, epoetin alfa, (for non-esrd use), 1000 units",2013,803998.0,309656384.46,105020.0,2948.5467955,29321835.6,10.560607074,611.04700762,NA
J0885,"Injection, epoetin alfa, (for non-esrd use), 1000 units",2014,732091.0,303746245.78,95842.0,3169.2394334,27028980.4,11.237798884,656.43067424,NA
J0885,"Injection, epoetin alfa, (for non-esrd use), 1000 units",2015,661956.0,290468437.81,86040.0,3375.9697561,24402477.6,11.903235506,697.35263505,0.0592141423
J0886,"Injection, epoetin alfa, 1000 units (for esrd on dialysis)",2011,2475.0,815327.77,860.0,948.05554651,63129.0,12.915265092,448.10140698,NA
J0886,"Injection, epoetin alfa, 1000 units (for esrd on dialysis)",2012,1848.0,696485.73,973.0,715.81267215,43665.0,15.950663689,441.49219938,NA
J0886,"Injection, epoetin alfa, 1000 units (for esrd on dialysis)",2013,2626.0,917468.03,1255.0,731.05022311,65407.0,14.027061782,471.12921912,NA
J0886,"Injection, epoetin alfa, 1000 units (for esrd on dialysis)",2014,2299.0,893762.02,1228.0,727.81923453,52691.0,16.962327912,495.44504072,NA
J0886,"Injection, epoetin alfa, 1000 units (for esrd on dialysis)",2015,325.0,108995.04,99.0,1100.96,9167.0,11.889935639,223.77535354,NA
J0890,"Injection, peginesatide, 0.1 mg (for esrd on dialysis)",2011,NA,NA,NA,NA,NA,NA,NA,NA
J0890,"Injection, peginesatide, 0.1 mg (for esrd on dialysis)",2012,NA,NA,NA,NA,NA,NA,NA,NA
J0890,"Injection, peginesatide, 0.1 mg (for esrd on dialysis)",2013,1463.0,194293.49,919.0,211.41837867,71939.0,2.7008088797,15.206430903,NA
J0890,"Injection, peginesatide, 0.1 mg (for esrd on dialysis)",2014,NA,NA,NA,NA,NA,NA,NA,NA
J0890,"Injection, peginesatide, 0.1 mg (for esrd on dialysis)",2015,NA,NA,NA,NA,NA,NA,NA,NA
J0894,"Injection, decitabine, 1 mg",2011,67998.0,123806060.99,4418.0,28023.101175,3896160.2,31.776429776,5606.8592734,NA
J0894,"Injection, decitabine, 1 mg",2012,68680.0,133054516.51,4502.0,29554.534987,4017056.0,33.122395234,5912.7349178,NA
J0894,"Injection, decitabine, 1 mg",2013,69813.0,141631984.16,4607.0,30742.779284,4174237.2,33.930027781,6227.1236336,NA
J0894,"Injection, decitabine, 1 mg",2014,70123.0,124730975.05,4576.0,27257.643149,4233414.0,29.463448425,5543.3775219,NA
J0894,"Injection, decitabine, 1 mg",2015,69075.0,103244151.09,4538.0,22751.024921,4204186.0,24.557465129,4631.3609035,NA
J0895,"Injection, deferoxamine mesylate, 500 mg",2011,15711.0,3106976.59,744.0,4176.0438038,211847.0,14.666134474,846.47262097,NA
J0895,"Injection, deferoxamine mesylate, 500 mg",2012,16519.0,3028561.4,726.0,4171.5721763,208440.0,14.529655536,841.59011019,NA
J0895,"Injection, deferoxamine mesylate, 500 mg",2013,15391.0,3031803.64,685.0,4425.9907153,210181.0,14.424727449,905.88086131,NA
J0895,"Injection, deferoxamine mesylate, 500 mg",2014,14163.0,3010742.55,639.0,4711.6471831,207571.0,14.504639617,967.80328639,NA
J0895,"Injection, deferoxamine mesylate, 500 mg",2015,12122.0,2511871.42,565.0,4445.7901239,173495.6,14.478012238,916.95412389,NA
J0897,"Injection, denosumab, 1 mg",2011,NA,NA,NA,NA,NA,NA,NA,NA
J0897,"Injection, denosumab, 1 mg",2012,374150.0,484421486.25,158858.0,3049.3993771,33736245.5,14.359081133,609.92813349,NA
J0897,"Injection, denosumab, 1 mg",2013,518243.0,631091673.31,229162.0,2753.9106541,45099134.0,13.993432187,563.17430578,NA
J0897,"Injection, denosumab, 1 mg",2014,645437.0,767645938.84,295006.0,2602.1366984,54358857.0,14.121818986,534.39052992,NA
J0897,"Injection, denosumab, 1 mg",2015,759776.0,916068304.72,357121.0,2565.1482403,62421713.2,14.675475211,526.51109156,0.0392057302
J1000,"Injection, depo-estradiol cypionate, up to 5 mg",2011,34012.0,231180.84,7060.0,32.745161473,34584.6,6.6845023508,9.5867790368,NA
J1000,"Injection, depo-estradiol cypionate, up to 5 mg",2012,32804.0,220287.64,6713.0,32.815081186,33185.6,6.6380490333,9.1464069716,NA
J1000,"Injection, depo-estradiol cypionate, up to 5 mg",2013,29981.0,224782.85,6053.0,37.135775648,30226.0,7.4367382386,10.44080456,NA
J1000,"Injection, depo-estradiol cypionate, up to 5 mg",2014,26419.0,237660.73,5303.0,44.816279464,26508.5,8.9654537224,12.712609843,NA
J1000,"Injection, depo-estradiol cypionate, up to 5 mg",2015,22963.0,251031.97,4578.0,54.83441896,23033.5,10.898559489,15.378237221,NA
J1020,"Injection, methylprednisolone acetate, 20 mg",2011,253782.0,585351.29,171707.0,3.4090123874,424241.4,1.3797599433,0.8309216281,NA
J1020,"Injection, methylprednisolone acetate, 20 mg",2012,250803.0,1274335.68,170210.0,7.4868437812,416365.0,3.060621522,1.7497812114,NA
J1020,"Injection, methylprednisolone acetate, 20 mg",2013,244069.0,1217540.32,164977.0,7.3800609782,403560.3,3.0169972616,1.7761521909,NA
J1020,"Injection, methylprednisolone acetate, 20 mg",2014,235297.0,1268273.09,159503.0,7.951405867,390929.2,3.2442526422,1.9085213444,NA
J1020,"Injection, methylprednisolone acetate, 20 mg",2015,225332.0,1096750.35,153424.0,7.1484927391,372570.1,2.9437422649,1.7547613802,-0.092628537
J1030,"Injection, methylprednisolone acetate, 40 mg",2011,1744358.0,6704791.43,1111678.0,6.0312351509,2429842.4,2.7593523885,1.4471178345,NA
J1030,"Injection, methylprednisolone acetate, 40 mg",2012,1776387.0,8600267.1599,1130094.0,7.6102228309,2473934.4,3.4763521458,1.7376230738,NA
J1030,"Injection, methylprednisolone acetate, 40 mg",2013,1819315.0,7207699.7699,1156814.0,6.2306470789,2548133.9,2.8286189238,1.4803226188,NA
J1030,"Injection, methylprednisolone acetate, 40 mg",2014,1884795.0,7850545.9399,1195941.0,6.5643254474,2662790.9,2.948239736,1.5412458976,NA
J1030,"Injection, methylprednisolone acetate, 40 mg",2015,1946239.0,9771021.5098,1235507.0,7.9085116553,2777902.9,3.5174093053,1.8618418269,0.1930540324
J1040,"Injection, methylprednisolone acetate, 80 mg",2011,1479686.0,11934480.39,930012.0,12.832609031,1725592.8,6.9161626022,3.1755100901,NA
J1040,"Injection, methylprednisolone acetate, 80 mg",2012,1493839.0,11742655.45,941573.0,12.471317094,1746708.8,6.7227321748,3.0007323384,NA
J1040,"Injection, methylprednisolone acetate, 80 mg",2013,1502461.0,9588031.5298,948765.0,10.105802311,1749149.0,5.4815407549,2.5089465041,NA
J1040,"Injection, methylprednisolone acetate, 80 mg",2014,1493685.0,9789453.8898,948837.0,10.317318875,1736533.5,5.6373538948,2.5287585749,NA
J1040,"Injection, methylprednisolone acetate, 80 mg",2015,1513229.0,11505875.14,962804.0,11.950381531,1762808.7,6.5270129083,2.9174942252,0.1578150015
J1050,"Injection, medroxyprogesterone acetate, 1 mg",2011,NA,NA,NA,NA,NA,NA,NA,NA
J1050,"Injection, medroxyprogesterone acetate, 1 mg",2012,NA,NA,NA,NA,NA,NA,NA,NA
J1050,"Injection, medroxyprogesterone acetate, 1 mg",2013,15703.0,476471.82,8723.0,54.622471627,2011110.0,0.2369198204,15.587857389,NA
J1050,"Injection, medroxyprogesterone acetate, 1 mg",2014,15736.0,525304.36,8171.0,64.288870395,2013877.1,0.2608423126,19.236245258,NA
J1050,"Injection, medroxyprogesterone acetate, 1 mg",2015,16005.0,640411.88,8177.0,78.318684114,2092119.9,0.3061066816,23.876984224,0.173531543
J1051,"Injection, medroxyprogesterone acetate, 50 mg",2011,5739.0,142928.75,2481.0,57.609330915,17506.0,8.1645578659,17.210906892,NA
J1051,"Injection, medroxyprogesterone acetate, 50 mg",2012,5238.0,141610.73,2388.0,59.300975712,16310.0,8.6824481913,17.355012563,NA
J1051,"Injection, medroxyprogesterone acetate, 50 mg",2013,NA,NA,NA,NA,NA,NA,NA,NA
J1051,"Injection, medroxyprogesterone acetate, 50 mg",2014,NA,NA,NA,NA,NA,NA,NA,NA
J1051,"Injection, medroxyprogesterone acetate, 50 mg",2015,NA,NA,NA,NA,NA,NA,NA,NA
J1070,"Injection, testosterone cypionate, up to 100 mg",2011,104609.0,658880.08,19568.0,33.67130417,183350.3,3.5935587779,9.1786958299,NA
J1070,"Injection, testosterone cypionate, up to 100 mg",2012,129028.0,944415.73,23478.0,40.225561377,226506.9,4.1694788547,10.211285459,NA
J1070,"Injection, testosterone cypionate, up to 100 mg",2013,144655.0,1127329.02,24414.0,46.175514869,252324.7,4.4677711695,12.402047186,NA
J1070,"Injection, testosterone cypionate, up to 100 mg",2014,126137.0,1033194.23,19591.0,52.73820785,214434.5,4.8182276173,14.046003777,NA
J1070,"Injection, testosterone cypionate, up to 100 mg",2015,NA,NA,NA,NA,NA,NA,NA,NA
J1071,"Injection, testosterone cypionate, 1mg",2011,NA,NA,NA,NA,NA,NA,NA,NA
J1071,"Injection, testosterone cypionate, 1mg",2012,NA,NA,NA,NA,NA,NA,NA,NA
J1071,"Injection, testosterone cypionate, 1mg",2013,NA,NA,NA,NA,NA,NA,NA,NA
J1071,"Injection, testosterone cypionate, 1mg",2014,NA,NA,NA,NA,NA,NA,NA,NA
J1071,"Injection, testosterone cypionate, 1mg",2015,582621.0,3076122.11,70573.0,43.58780426,104121823.6,0.0295434905,11.587501027,NA
J1080,"Injection, testosterone cypionate, 1 cc, 200 mg",2011,412482.0,2727260.87,65385.0,41.710803243,493984.6,5.5209431023,11.189571461,NA
J1080,"Injection, testosterone cypionate, 1 cc, 200 mg",2012,524242.0,3886229.74,80956.0,48.004221305,627641.7,6.1917965935,12.114662533,NA
J1080,"Injection, testosterone cypionate, 1 cc, 200 mg",2013,611139.0,3926885.15,88235.0,44.504846716,732082.1,5.3639955819,12.081217544,NA
J1080,"Injection, testosterone cypionate, 1 cc, 200 mg",2014,536905.0,2912052.91,73289.0,39.733833317,638014.0,4.564246098,10.73777702,NA
J1080,"Injection, testosterone cypionate, 1 cc, 200 mg",2015,13.0,1066.87,NA,NA,13.0,82.066923077,NA,NA
J1100,"Injection, dexamethasone sodium phosphate, 1mg",2011,2385014.0,1852362.71,857788.0,2.1594644714,20572028.5,0.0900427836,0.4758231171,NA
J1100,"Injection, dexamethasone sodium phosphate, 1mg",2012,2453945.0,2370777.19,917289.0,2.5845477162,20377625.7,0.1163421698,0.5570543853,NA
J1100,"Injection, dexamethasone sodium phosphate, 1mg",2013,2459459.0,2172119.17,956321.0,2.2713285288,19744884.2,0.1100092129,0.4965385681,NA
J1100,"Injection, dexamethasone sodium phosphate, 1mg",2014,2460901.0,2599235.95,985567.0,2.6373001023,19573723.7,0.1327921038,0.5881181695,NA
J1100,"Injection, dexamethasone sodium phosphate, 1mg",2015,2481572.0,2754109.16,1034918.0,2.6611858718,19416086.9,0.1418467673,0.605015895,0.068186761
J1110,"Injection, dihydroergotamine mesylate, per 1 mg",2011,2293.0,60558.13,1305.0,46.404697318,2689.0,22.520687988,11.473731801,NA
J1110,"Injection, dihydroergotamine mesylate, per 1 mg",2012,2220.0,70558.6,1176.0,59.998809524,2640.5,26.7216815,14.215323129,NA
J1110,"Injection, dihydroergotamine mesylate, per 1 mg",2013,2427.0,94408.44,1379.0,68.461522843,2941.0,32.100795648,16.94937636,NA
J1110,"Injection, dihydroergotamine mesylate, per 1 mg",2014,2154.0,92872.38,1247.0,74.476647955,2856.0,32.518340336,18.225918204,NA
J1110,"Injection, dihydroergotamine mesylate, per 1 mg",2015,1938.0,105875.11,1256.0,84.295469745,2667.0,39.698203975,18.823535032,NA
J1120,"Injection, acetazolamide sodium, up to 500 mg",2011,72.0,4126.56,25.0,165.0624,122.0,33.824262295,34.9172,NA
J1120,"Injection, acetazolamide sodium, up to 500 mg",2012,110.0,5529.12,32.0,172.785,171.0,32.334035088,36.3090625,NA
J1120,"Injection, acetazolamide sodium, up to 500 mg",2013,101.0,5119.12,41.0,124.85658537,156.0,32.814871795,31.234634146,NA
J1120,"Injection, acetazolamide sodium, up to 500 mg",2014,77.0,3479.92,32.0,108.7475,136.0,25.587647059,26.395625,NA
J1120,"Injection, acetazolamide sodium, up to 500 mg",2015,62.0,2036.07,31.0,65.679677419,98.0,20.77622449,17.330322581,NA
J1160,"Injection, digoxin, up to 0.5 mg",2011,199.0,384.66,193.0,1.9930569948,214.5,1.7932867133,0.4229533679,NA
J1160,"Injection, digoxin, up to 0.5 mg",2012,153.0,441.72,143.0,3.088951049,177.0,2.4955932203,1.3208391608,NA
J1160,"Injection, digoxin, up to 0.5 mg",2013,163.0,345.22,152.0,2.2711842105,178.0,1.9394382022,0.7871710526,NA
J1160,"Injection, digoxin, up to 0.5 mg",2014,146.0,554.42,122.0,4.5444262295,150.0,3.6961333333,1.081557377,NA
J1160,"Injection, digoxin, up to 0.5 mg",2015,118.0,2455.12,102.0,24.069803922,129.0,19.031937984,5.5181372549,NA
J1162,"Injection, digoxin immune fab (ovine), per vial",2011,216.0,351830.61,213.0,1651.7869014,609.0,577.71857143,329.32384977,NA
J1162,"Injection, digoxin immune fab (ovine), per vial",2012,213.0,481078.12,212.0,2269.2364151,621.0,774.68296296,435.41688679,NA
J1162,"Injection, digoxin immune fab (ovine), per vial",2013,252.0,906579.83,248.0,3655.5638306,859.0,1055.3897905,507.96056452,NA
J1162,"Injection, digoxin immune fab (ovine), per vial",2014,197.0,722068.51,196.0,3684.0230102,483.0,1494.9658592,634.91163265,NA
J1162,"Injection, digoxin immune fab (ovine), per vial",2015,173.0,1060301.68,172.0,6164.5446512,461.0,2300.0036443,909.69593023,NA
J1165,"Injection, phenytoin sodium, per 50 mg",2011,37.0,1856.99,31.0,59.902903226,335.0,5.5432537313,33.426129032,NA
J1165,"Injection, phenytoin sodium, per 50 mg",2012,31.0,6641.92,29.0,229.03172414,501.0,13.257325349,145.52103448,NA
J1165,"Injection, phenytoin sodium, per 50 mg",2013,26.0,2043.38,24.0,85.140833333,197.0,10.37248731,72.671666667,NA
J1165,"Injection, phenytoin sodium, per 50 mg",2014,27.0,577.09,26.0,22.195769231,241.0,2.3945643154,11.773846154,NA
J1165,"Injection, phenytoin sodium, per 50 mg",2015,30.0,2632.25,24.0,109.67708333,343.0,7.6741982507,97.95,NA
J1170,"Injection, hydromorphone, up to 4 mg",2011,36531.0,5425687.65,11974.0,453.12240271,3557216.2,1.5252622683,92.070137799,NA
J1170,"Injection, hydromorphone, up to 4 mg",2012,39771.0,4487038.98,14127.0,317.6215035,3003507.7,1.4939329039,65.113963333,NA
J1170,"Injection, hydromorphone, up to 4 mg",2013,30986.0,3747415.36,10710.0,349.89872642,2511831.9,1.4919053142,73.017494865,NA
J1170,"Injection, hydromorphone, up to 4 mg",2014,29320.0,3186202.32,9878.0,322.55540798,1964234.3,1.6221090936,71.123228386,NA
J1170,"Injection, hydromorphone, up to 4 mg",2015,27674.0,2620300.16,9192.0,285.06311575,1639695.8,1.598040417,63.799092689,-0.01483789
J1190,"Injection, dexrazoxane hydrochloride, per 250 mg",2011,1115.0,955523.06,370.0,2582.4947568,4007.0,238.46345396,514.49148649000006,NA
J1190,"Injection, dexrazoxane hydrochloride, per 250 mg",2012,1249.0,832683.04,417.0,1996.8418225,4684.0,177.7717848,398.06769784,NA
J1190,"Injection, dexrazoxane hydrochloride, per 250 mg",2013,1055.0,664868.46,340.0,1955.4954706,4424.0,150.28672242,391.87376471,NA
J1190,"Injection, dexrazoxane hydrochloride, per 250 mg",2014,849.0,465223.74,266.0,1748.9614286,3389.0,137.27463559,351.645,NA
J1190,"Injection, dexrazoxane hydrochloride, per 250 mg",2015,1030.0,563615.72,320.0,1761.299125,4100.0,137.46724878,357.14040625,NA
J1200,"Injection, diphenhydramine hcl, up to 50 mg",2011,775203.0,625951.0,163445.0,3.8297347732,830248.4,0.7539321967,0.8078242834,NA
J1200,"Injection, diphenhydramine hcl, up to 50 mg",2012,73e4,579935.74001,157266.0,3.6876104181,749496.5,0.773767109,0.7717025295,NA
J1200,"Injection, diphenhydramine hcl, up to 50 mg",2013,697465.0,525196.02001,149231.0,3.519349331,712944.4,0.7366577534,0.7634332679,NA
J1200,"Injection, diphenhydramine hcl, up to 50 mg",2014,685868.0,427343.32,145571.0,2.9356349822,700087.1,0.6104145041,0.693765173,NA
J1200,"Injection, diphenhydramine hcl, up to 50 mg",2015,660640.0,399125.66,140009.0,2.8507143112,675888.3,0.5905201496,0.7388160047,-0.03259155
J1205,"Injection, chlorothiazide sodium, per 500 mg",2011,1141.0,684211.66,561.0,1219.6286275,2149.0,318.38606794,250.82566845,NA
J1205,"Injection, chlorothiazide sodium, per 500 mg",2012,1161.0,578573.88,653.0,886.02431853,2172.0,266.37839779,177.25584992,NA
J1205,"Injection, chlorothiazide sodium, per 500 mg",2013,866.0,305825.15,604.0,506.3330298,1597.0,191.49978084,102.18857616,NA
J1205,"Injection, chlorothiazide sodium, per 500 mg",2014,1073.0,241574.77,551.0,438.42970962,1822.0,132.58768935,88.460235935,NA
J1205,"Injection, chlorothiazide sodium, per 500 mg",2015,1381.0,263088.96,579.0,454.38507772,2157.0,121.96984701,92.521157168,NA
J1212,"Injection, dmso, dimethyl sulfoxide, 50%, 50 ml",2011,15709.0,1306991.24,3589.0,364.16585121,15865.0,82.382051056,78.278200056,NA
